,date,nu
3004,2016-03-23,9.672965610812207e-07
3005,2016-03-24,9.606026353241179e-07
3006,2016-03-25,9.416296419436443e-07
3007,2016-03-26,9.349998820165435e-07
3008,2016-03-27,9.271432050110176e-07
3009,2016-03-28,9.092204351862031e-07
3010,2016-03-29,8.9409520136773e-07
3011,2016-03-30,9.189651748064154e-07
3012,2016-03-31,8.981983973616795e-07
3013,2016-04-01,8.857778554828684e-07
3014,2016-04-02,8.813663727769919e-07
3015,2016-04-03,8.879970126231361e-07
3016,2016-04-04,8.936865500245641e-07
3017,2016-04-05,9.037862262598864e-07
3018,2016-04-06,9.079617051449932e-07
3019,2016-04-07,9.151319939588123e-07
3020,2016-04-08,9.119573844433899e-07
3021,2016-04-09,9.176845680274245e-07
3022,2016-04-10,9.286625166510191e-07
3023,2016-04-11,9.290973449027954e-07
3024,2016-04-12,9.27793846271342e-07
3025,2016-04-13,9.232547984772905e-07
3026,2016-04-14,9.174714140739927e-07
3027,2016-04-15,9.123796360164779e-07
3028,2016-04-16,9.046188343758725e-07
3029,2016-04-17,9.069149147482187e-07
3030,2016-04-18,9.155566252015548e-07
3031,2016-04-19,9.202486732501748e-07
3032,2016-04-20,9.185379850234454e-07
3033,2016-04-21,9.147076810615579e-07
3034,2016-04-22,9.109031369219956e-07
3035,2016-04-23,9.054526837895055e-07
3036,2016-04-24,8.979925146213975e-07
3037,2016-04-25,8.914443593767463e-07
3038,2016-04-26,8.869871908762709e-07
3039,2016-04-27,8.859792260338777e-07
3040,2016-04-28,8.857778554828684e-07
3041,2016-04-29,8.777833613997878e-07
3042,2016-04-30,8.74421002512851e-07
3043,2016-05-01,8.701005622223729e-07
3044,2016-05-02,8.629118677886156e-07
3045,2016-05-03,8.560093047237241e-07
3046,2016-05-04,8.548675699867389e-07
3047,2016-05-05,8.803687207395491e-07
3048,2016-05-06,8.977867082115745e-07
3049,2016-05-07,9.1301360641881e-07
3050,2016-05-08,9.159815751159381e-07
3051,2016-05-09,9.178978020580051e-07
3052,2016-05-10,9.153442697666227e-07
3053,2016-05-11,9.048271802589197e-07
3054,2016-05-12,9.02954856918237e-07
3055,2016-05-13,8.984043564711229e-07
3056,2016-05-14,8.934823376570212e-07
3057,2016-05-15,8.879970126231361e-07
3058,2016-05-16,8.787762744065173e-07
3059,2016-05-17,8.656205679171936e-07
3060,2016-05-18,8.63684380313696e-07
3061,2016-05-19,8.621404733647441e-07
3062,2016-05-20,8.537282992095206e-07
3063,2016-05-21,8.505136823590398e-07
3064,2016-05-22,8.454482457506316e-07
3065,2016-05-23,8.486318774459154e-07
3066,2016-05-24,8.475060288984102e-07
3067,2016-05-25,8.454482457506316e-07
3068,2016-05-26,8.514571204115026e-07
3069,2016-05-27,8.529701506247651e-07
3070,2016-05-28,8.501367810707471e-07
3071,2016-05-29,8.471312835269291e-07
3072,2016-05-30,8.3876994791207e-07
3073,2016-05-31,8.3418236073632e-07
3074,2016-06-01,8.258466871979763e-07
3075,2016-06-02,8.20127241109616e-07
3076,2016-06-03,8.167616207267569e-07
3077,2016-06-04,8.121921705058037e-07
3078,2016-06-05,8.125421943967423e-07
3079,2016-06-06,8.158796498590324e-07
3080,2016-06-07,8.222644910485165e-07
3081,2016-06-08,8.224430025021663e-07
3082,2016-06-09,8.330873863496845e-07
3083,2016-06-10,8.3876994791207e-07
3084,2016-06-11,8.372974823326972e-07
3085,2016-06-12,8.310859709835027e-07
3086,2016-06-13,8.281886949274608e-07
3087,2016-06-14,8.210166667749484e-07
3088,2016-06-15,8.127172980206906e-07
3089,2016-06-16,8.06624851492668e-07
3090,2016-06-17,8.144717028167314e-07
3091,2016-06-18,8.085316233294535e-07
3092,2016-06-19,8.206607090422009e-07
3093,2016-06-20,8.299975708852186e-07
3094,2016-06-21,8.334521189702186e-07
3095,2016-06-22,8.137692051155894e-07
3096,2016-06-23,7.946597575193223e-07
3097,2016-06-24,7.951666333338949e-07
3098,2016-06-25,7.739964360813678e-07
3099,2016-06-26,7.792026110426712e-07
3100,2016-06-27,7.911262429976777e-07
3101,2016-06-28,7.736729233712278e-07
3102,2016-06-29,7.805130280518518e-07
3103,2016-06-30,7.783854104125281e-07
3104,2016-07-01,7.805130280518518e-07
3105,2016-07-02,7.821560797244935e-07
3106,2016-07-03,7.793662180624917e-07
3107,2016-07-04,7.761046244938567e-07
3108,2016-07-05,7.555887153292261e-07
3109,2016-07-06,7.478722152289988e-07
3110,2016-07-07,7.576161614377357e-07
3111,2016-07-08,7.549666547481748e-07
3112,2016-07-09,7.497124880950386e-07
3113,2016-07-10,7.65814818233095e-07
3114,2016-07-11,7.71736441936315e-07
3115,2016-07-12,7.792026110426712e-07
3116,2016-07-13,7.790390596889613e-07
3117,2016-07-14,7.805130280518518e-07
3118,2016-07-15,7.894525589736801e-07
3119,2016-07-16,7.859564471226071e-07
3120,2016-07-17,7.916294699599305e-07
3121,2016-07-18,7.899540611118142e-07
3122,2016-07-19,7.919652429127688e-07
3123,2016-07-20,7.901213432527331e-07
3124,2016-07-21,7.897868363697707e-07
3125,2016-07-22,7.852933662397321e-07
3126,2016-07-23,7.761046244938567e-07
3127,2016-07-24,7.846311916668564e-07
3128,2016-07-25,7.790390596889613e-07
3129,2016-07-26,7.824853628869508e-07
3130,2016-07-27,7.798573733803119e-07
3131,2016-07-28,7.599665025117061e-07
3132,2016-07-29,7.613823864421215e-07
3133,2016-07-30,7.520231725384475e-07
3134,2016-07-31,7.706104534507305e-07
3135,2016-08-01,7.798573733803119e-07
3136,2016-08-02,7.8430044371261e-07
3137,2016-08-03,7.899540611118142e-07
3138,2016-08-04,7.941534051981205e-07
3139,2016-08-05,7.798573733803119e-07
3140,2016-08-06,7.902886828197047e-07
3141,2016-08-07,7.916294699599305e-07
3142,2016-08-08,7.980488539304155e-07
3143,2016-08-09,8.028331004916863e-07
3144,2016-08-10,7.960125917047172e-07
3145,2016-08-11,7.990701529997713e-07
3146,2016-08-12,8.014614392061281e-07
3147,2016-08-13,7.939847372940916e-07
3148,2016-08-14,7.990701529997713e-07
3149,2016-08-15,7.93816127445628e-07
3150,2016-08-16,7.911262429976777e-07
3151,2016-08-17,7.887846917739726e-07
3152,2016-08-18,7.795298807745847e-07
3153,2016-08-19,7.579288589492073e-07
3154,2016-08-20,7.454298844742569e-07
3155,2016-08-21,7.616976080887516e-07
3156,2016-08-22,7.659738925595436e-07
3157,2016-08-23,7.714144589269484e-07
3158,2016-08-24,7.828148708184696e-07
3159,2016-08-25,7.931422680567162e-07
3160,2016-08-26,7.928056859801803e-07
3161,2016-08-27,7.977088909786162e-07
3162,2016-08-28,8.02489828673696e-07
3163,2016-08-29,8.050701797810923e-07
3164,2016-08-30,8.106200825798574e-07
3165,2016-08-31,8.204828239393232e-07
3166,2016-09-01,8.235153911264129e-07
3167,2016-09-02,8.240524353171443e-07
3168,2016-09-03,8.043807727391643e-07
3169,2016-09-04,7.971993864742929e-07
3170,2016-09-05,8.012902486203527e-07
3171,2016-09-06,8.15175183766256e-07
3172,2016-09-07,8.20127241109616e-07
3173,2016-09-08,8.183530666505667e-07
3174,2016-09-09,8.097488299973312e-07
3175,2016-09-10,8.002643484857334e-07
3176,2016-09-11,8.018039982577081e-07
3177,2016-09-12,8.036923219717122e-07
3178,2016-09-13,8.081843945500867e-07
3179,2016-09-14,8.061060873641286e-07
3180,2016-09-15,7.699682266426276e-07
3181,2016-09-16,7.88284392164409e-07
3182,2016-09-17,7.780589190918908e-07
3183,2016-09-18,7.838047453468068e-07
3184,2016-09-19,7.866204360279786e-07
3185,2016-09-20,7.862883279652927e-07
3186,2016-09-21,7.819915223655376e-07
3187,2016-09-22,7.819915223655376e-07
3188,2016-09-23,7.751304592796267e-07
3189,2016-09-24,7.856247932854827e-07
3190,2016-09-25,7.924693353559459e-07
3191,2016-09-26,7.844657894342736e-07
3192,2016-09-27,7.948286579214162e-07
3193,2016-09-28,7.934790818052225e-07
3194,2016-09-29,8.13067688772482e-07
3195,2016-09-30,7.977088909786162e-07
3196,2016-10-01,8.067978931103948e-07
3197,2016-10-02,8.144717028167314e-07
3198,2016-10-03,8.178220267821601e-07
3199,2016-10-04,8.15175183766256e-07
3200,2016-10-05,8.192393756555936e-07
3201,2016-10-06,8.245900471917216e-07
3202,2016-10-07,8.417274929475762e-07
3203,2016-10-08,8.354627804464815e-07
3204,2016-10-09,8.395077543515764e-07
3205,2016-10-10,8.512682972582151e-07
3206,2016-10-11,8.648452504040884e-07
3207,2016-10-12,8.714714927838165e-07
3208,2016-10-13,8.708835232573233e-07
3209,2016-10-14,8.685380544911592e-07
3210,2016-10-15,8.634911472389932e-07
3211,2016-10-16,8.606010299583016e-07
3212,2016-10-17,8.590660324240773e-07
3213,2016-10-18,8.592576645840528e-07
3214,2016-10-19,8.625260309527155e-07
3215,2016-10-20,8.656205679171936e-07
3216,2016-10-21,8.701005622223729e-07
3217,2016-10-22,8.823658557626564e-07
3218,2016-10-23,9.042023753135293e-07
3219,2016-10-24,9.123796360164779e-07
3220,2016-10-25,9.151319939588123e-07
3221,2016-10-26,9.170453462344363e-07
3222,2016-10-27,9.189651748064154e-07
3223,2016-10-28,9.198205185896724e-07
3224,2016-10-29,9.189651748064154e-07
3225,2016-10-30,9.159815751159381e-07
3226,2016-10-31,9.123796360164779e-07
3227,2016-11-01,9.094304978877405e-07
3228,2016-11-02,9.081712977126366e-07
3229,2016-11-03,9.111138287119486e-07
3230,2016-11-04,9.058700747732143e-07
3231,2016-11-05,9.094304978877405e-07
3232,2016-11-06,9.1301360641881e-07
3233,2016-11-07,9.198205185896724e-07
3234,2016-11-08,9.23470129005012e-07
3235,2016-11-09,9.050356037625279e-07
3236,2016-11-10,9.164068440285286e-07
3237,2016-11-11,9.039942620553307e-07
3238,2016-11-12,9.23470129005012e-07
3239,2016-11-13,9.213204706305234e-07
3240,2016-11-14,9.198205185896724e-07
3241,2016-11-15,9.380843526082831e-07
3242,2016-11-16,9.510397270444297e-07
3243,2016-11-17,9.578545851743552e-07
3244,2016-11-18,9.539831875386827e-07
3245,2016-11-19,9.490105290930679e-07
3246,2016-11-20,9.656739057846833e-07
3247,2016-11-21,9.818628625869428e-07
3248,2016-11-22,1.000942280702732e-06
3249,2016-11-23,9.90001734182608e-07
3250,2016-11-24,9.754762542317898e-07
3251,2016-11-25,9.684582971716275e-07
3252,2016-11-26,9.54891828557523e-07
3253,2016-11-27,9.733622705942612e-07
3254,2016-11-28,9.757115986340981e-07
3255,2016-11-29,9.668324964024983e-07
3256,2016-11-30,9.594560692868887e-07
3257,2016-12-01,9.249797185054738e-07
3258,2016-12-02,9.451966287564016e-07
3259,2016-12-03,9.510397270444297e-07
3260,2016-12-04,9.52396422006471e-07
3261,2016-12-05,9.436333906412289e-07
3262,2016-12-06,9.358794852007593e-07
3263,2016-12-07,9.33902255260774e-07
3264,2016-12-08,9.36540065443264e-07
3265,2016-12-09,9.533026227538933e-07
3266,2016-12-10,9.82338627376869e-07
3267,2016-12-11,9.818628625869428e-07
3268,2016-12-12,9.374220117979428e-07
3269,2016-12-13,9.213204706305234e-07
3270,2016-12-14,9.295325023150341e-07
3271,2016-12-15,9.537562454503446e-07
3272,2016-12-16,9.594560692868887e-07
3273,2016-12-17,9.537562454503446e-07
3274,2016-12-18,9.460917868988013e-07
3275,2016-12-19,9.172583401566683e-07
3276,2016-12-20,9.319317670376433e-07
3277,2016-12-21,9.391899356230756e-07
3278,2016-12-22,9.492356500350268e-07
3279,2016-12-23,9.510397270444297e-07
3280,2016-12-24,9.360995949375634e-07
3281,2016-12-25,9.383053009285185e-07
3282,2016-12-26,9.347801899449514e-07
3283,2016-12-27,9.280108907067141e-07
3284,2016-12-28,9.073333965779707e-07
3285,2016-12-29,9.200345556547599e-07
3286,2016-12-30,9.61751415280659e-07
3287,2016-12-31,9.958125549551991e-07
3288,2017-01-01,9.880769389195734e-07
3289,2017-01-02,9.82814764225427e-07
3290,2017-01-03,9.48335683431886e-07
3291,2017-01-04,9.635940827011263e-07
3292,2017-01-05,9.40075918676862e-07
3293,2017-01-06,9.612916372555654e-07
3294,2017-01-07,9.75005840164843e-07
3295,2017-01-08,1.0388555519274068e-06
3296,2017-01-09,1.0796895547342901e-06
3297,2017-01-10,1.0900208167573574e-06
3298,2017-01-11,1.0799667056849397e-06
3299,2017-01-12,1.0603002791378365e-06
3300,2017-01-13,1.046452422702153e-06
3301,2017-01-14,1.0362565105419807e-06
3302,2017-01-15,1.026986117535257e-06
3303,2017-01-16,1.0267305152324577e-06
3304,2017-01-17,9.830529722952713e-07
3305,2017-01-18,9.837681556810234e-07
3306,2017-01-19,9.612916372555654e-07
3307,2017-01-20,9.693893085535853e-07
3308,2017-01-21,9.71957052561583e-07
3309,2017-01-22,9.780700910871244e-07
3310,2017-01-23,9.757115986340981e-07
3311,2017-01-24,9.929002886775788e-07
3312,2017-01-25,9.859187500349772e-07
3313,2017-01-26,9.885575714711986e-07
3314,2017-01-27,9.835296679735326e-07
3315,2017-01-28,9.994723044810466e-07
3316,2017-01-29,1.0354788393456052e-06
3317,2017-01-30,1.0498869881488143e-06
3318,2017-01-31,1.0438227380749797e-06
3319,2017-02-01,1.0451362490436775e-06
3320,2017-02-02,1.0206266700429272e-06
