,date,nu
1416,2011-11-17,1.0645528302693132e-06
1417,2011-11-18,1.0529404067335726e-06
1418,2011-11-19,1.0821185086807049e-06
1419,2011-11-20,1.101441111490192e-06
1420,2011-11-21,1.1076203596870306e-06
1421,2011-11-22,1.0196782256411487e-06
1422,2011-11-23,9.951439449225448e-07
1423,2011-11-24,9.864575838474727e-07
1424,2011-11-25,9.726592520061611e-07
1425,2011-11-26,1.0014944206951196e-06
1426,2011-11-27,1.0285859567310712e-06
1427,2011-11-28,1.0961682780043896e-06
1428,2011-11-29,1.0225278282986446e-06
1429,2011-11-30,1.0050644656597689e-06
1430,2011-12-01,1.0863728765036678e-06
1431,2011-12-02,1.0903726173830932e-06
1432,2011-12-03,1.1167016012427669e-06
1433,2011-12-04,1.150250757108157e-06
1434,2011-12-05,1.137633323087525e-06
1435,2011-12-06,1.1045956511929496e-06
1436,2011-12-07,1.0854639564473087e-06
1437,2011-12-08,1.0900208167573574e-06
1438,2011-12-09,1.1805524635734218e-06
1439,2011-12-10,1.211569068570162e-06
1440,2011-12-11,1.1733923594011135e-06
1441,2011-12-12,1.1249403511183915e-06
1442,2011-12-13,1.0951044026707709e-06
1443,2011-12-14,1.0447419165027182e-06
1444,2011-12-15,1.047771266363012e-06
1445,2011-12-16,1.0629971369007238e-06
1446,2011-12-17,1.082837308167521e-06
1447,2011-12-18,1.0543168877378832e-06
1448,2011-12-19,1.0400937754571443e-06
1449,2011-12-20,1.0734151299972224e-06
1450,2011-12-21,1.0925578591953034e-06
1451,2011-12-22,1.1316316944557836e-06
1452,2011-12-23,1.1132003149902697e-06
1453,2011-12-24,1.1043801082593765e-06
1454,2011-12-25,1.0850448670199085e-06
1455,2011-12-26,1.0826053535330491e-06
1456,2011-12-27,1.0931229349791046e-06
1457,2011-12-28,1.0126411745241731e-06
1458,2011-12-29,1.0284578219101184e-06
1459,2011-12-30,1.08288370868015e-06
1460,2011-12-31,1.0708807384216384e-06
1461,2012-01-01,1.0688328825356853e-06
1462,2012-01-02,1.057748444865574e-06
1463,2012-01-03,1.0693101519447392e-06
1464,2012-01-04,1.122871539895004e-06
1465,2012-01-05,1.1562570840677953e-06
1466,2012-01-06,1.1972886502473248e-06
1467,2012-01-07,1.1871372097246636e-06
1468,2012-01-08,1.2080772015969826e-06
1469,2012-01-09,1.2010593798624582e-06
1470,2012-01-10,1.1906947570870337e-06
1471,2012-01-11,1.2613102280594417e-06
1472,2012-01-12,1.1816725438044563e-06
1473,2012-01-13,1.1270895036431224e-06
1474,2012-01-14,1.089247497085475e-06
1475,2012-01-15,1.1147299562656754e-06
1476,2012-01-16,1.1650481403356046e-06
1477,2012-01-17,1.198434256679733e-06
1478,2012-01-18,1.1848017536971564e-06
1479,2012-01-19,1.145435915459979e-06
1480,2012-01-20,1.118385569657988e-06
1481,2012-01-21,1.1176529089947101e-06
1482,2012-01-22,1.129245251461659e-06
1483,2012-01-23,1.1540181047029856e-06
1484,2012-01-24,1.1287986922224154e-06
1485,2012-01-25,1.1175796853009445e-06
1486,2012-01-26,1.1142197011286894e-06
1487,2012-01-27,1.1398971051706973e-06
1488,2012-01-28,1.0508147793978445e-06
1489,2012-01-29,1.0290346311625087e-06
1490,2012-01-30,1.072112482398953e-06
1491,2012-01-31,1.0648237594723725e-06
1492,2012-02-01,1.106682720532617e-06
1493,2012-02-02,1.1542494009144379e-06
1494,2012-02-03,1.1128366113079398e-06
1495,2012-02-04,1.104739384016732e-06
1496,2012-02-05,1.1449790446822281e-06
1497,2012-02-06,1.1433822955286406e-06
1498,2012-02-07,1.1229453208512128e-06
1499,2012-02-08,1.0861630171834405e-06
1500,2012-02-09,1.036126833377216e-06
1501,2012-02-10,1.132827951348654e-06
1502,2012-02-11,1.0734837608880132e-06
1503,2012-02-12,1.0571455101572622e-06
1504,2012-02-13,1.1239790716366975e-06
1505,2012-02-14,1.1542494009144379e-06
1506,2012-02-15,1.1822332220160272e-06
1507,2012-02-16,1.159978309545189e-06
1508,2012-02-17,1.1512483342637958e-06
1509,2012-02-18,1.104523796042537e-06
1510,2012-02-19,1.1445478238196195e-06
1511,2012-02-20,1.0509474287179602e-06
1512,2012-02-21,1.0627944899928406e-06
1513,2012-02-22,1.0590902823234296e-06
1514,2012-02-23,1.0943960736823946e-06
1515,2012-02-24,1.0833014571467471e-06
1516,2012-02-25,1.061714755272395e-06
1517,2012-02-26,1.074101756540396e-06
1518,2012-02-27,1.110296018397854e-06
1519,2012-02-28,1.0851845345967068e-06
1520,2012-02-29,1.0479032978615036e-06
1521,2012-03-01,1.0248804592286263e-06
1522,2012-03-02,9.798450038380296e-07
1523,2012-03-03,1.0145184075935848e-06
1524,2012-03-04,1.0242437537613156e-06
1525,2012-03-05,1.0002068571659867e-06
1526,2012-03-06,1.033151455780296e-06
1527,2012-03-07,1.0701974192092608e-06
1528,2012-03-08,1.1473426933111325e-06
1529,2012-03-09,1.1187521891121096e-06
1530,2012-03-10,1.0814930821990164e-06
1531,2012-03-11,1.0391811700292828e-06
1532,2012-03-12,9.941727127959078e-07
1533,2012-03-13,9.868770053348194e-07
1534,2012-03-14,9.9745676351308e-07
1535,2012-03-15,1.0205633962022982e-06
1536,2012-03-16,9.906647797408738e-07
1537,2012-03-17,9.704967623130674e-07
1538,2012-03-18,9.794896057099792e-07
1539,2012-03-19,9.569984220345247e-07
1540,2012-03-20,9.796672787693863e-07
1541,2012-03-21,1.0162127172096034e-06
1542,2012-03-22,9.99961909578853e-07
1543,2012-03-23,9.73772743572516e-07
1544,2012-03-24,9.63190512421033e-07
1545,2012-03-25,9.94718842666083e-07
1546,2012-03-26,9.535293905372774e-07
1547,2012-03-27,9.82636169281502e-07
1548,2012-03-28,9.75652753943803e-07
1549,2012-03-29,9.695640340239145e-07
1550,2012-03-30,9.484481038702071e-07
1551,2012-03-31,9.94961722372618e-07
1552,2012-04-01,9.901222346702286e-07
1553,2012-04-02,9.61004456177991e-07
1554,2012-04-03,9.354944943449313e-07
1555,2012-04-04,9.290973449027954e-07
1556,2012-04-05,9.610618813108299e-07
1557,2012-04-06,9.645753192890502e-07
1558,2012-04-07,9.71197259372659e-07
1559,2012-04-08,9.466519563955686e-07
1560,2012-04-09,9.58711985827451e-07
1561,2012-04-10,9.584832245144846e-07
1562,2012-04-11,9.615789569211732e-07
1563,2012-04-12,9.773615781982338e-07
1564,2012-04-13,1.0023542817520399e-06
1565,2012-04-14,1.0053731885229292e-06
1566,2012-04-15,9.812686792052808e-07
1567,2012-04-16,9.84902247426581e-07
1568,2012-04-17,9.809718050453433e-07
1569,2012-04-18,9.846035978124002e-07
1570,2012-04-19,1.0169672078502207e-06
1571,2012-04-20,1.0186050376082125e-06
1572,2012-04-21,1.0334741994761558e-06
1573,2012-04-22,1.011517520259707e-06
1574,2012-04-23,9.758293051986713e-07
1575,2012-04-24,9.96786372673888e-07
1576,2012-04-25,1.0014330475593892e-06
1577,2012-04-26,9.921743680054811e-07
1578,2012-04-27,9.927187282210299e-07
1579,2012-04-28,1.0132037562615688e-06
1580,2012-04-29,1.0312183977222443e-06
1581,2012-04-30,9.98188928562313e-07
1582,2012-05-01,1.0316045430979543e-06
1583,2012-05-02,9.994723044810466e-07
1584,2012-05-03,9.623841900483354e-07
1585,2012-05-04,9.447495626442131e-07
1586,2012-05-05,9.395220211070338e-07
1587,2012-05-06,9.183245105149089e-07
1588,2012-05-07,9.308944945156346e-07
1589,2012-05-08,9.552329293224973e-07
1590,2012-05-09,9.488417449736198e-07
1591,2012-05-10,9.4991153065563e-07
1592,2012-05-11,9.249257359245358e-07
1593,2012-05-12,9.204093143196406e-07
1594,2012-05-13,9.206235729426565e-07
1595,2012-05-14,9.45923840457317e-07
1596,2012-05-15,9.656160350943078e-07
1597,2012-05-16,9.745945280989316e-07
1598,2012-05-17,1.0263473038709603e-06
1599,2012-05-18,9.524530187876007e-07
1600,2012-05-19,9.471004778494432e-07
1601,2012-05-20,9.272515939971236e-07
1602,2012-05-21,8.956303396444665e-07
1603,2012-05-22,9.081712977126366e-07
1604,2012-05-23,9.095355586718722e-07
1605,2012-05-24,8.987134384121857e-07
1606,2012-05-25,8.865837823725284e-07
1607,2012-05-26,8.792236784518762e-07
1608,2012-05-27,8.720601051641959e-07
1609,2012-05-28,8.984043564711229e-07
1610,2012-05-29,8.85727524417216e-07
1611,2012-05-30,8.800199742385327e-07
1612,2012-05-31,8.869367485715342e-07
1613,2012-06-01,9.786020198278577e-07
1614,2012-06-02,9.251956997658958e-07
1615,2012-06-03,8.853250424394223e-07
1616,2012-06-04,8.752102681202312e-07
1617,2012-06-05,8.995384984036303e-07
1618,2012-06-06,9.258441328960496e-07
1619,2012-06-07,9.298590865902331e-07
1620,2012-06-08,9.660791574358377e-07
1621,2012-06-09,9.822791364392774e-07
1622,2012-06-10,9.271973969440834e-07
1623,2012-06-11,8.79074502815844e-07
1624,2012-06-12,8.687331194499504e-07
1625,2012-06-13,8.98043978148976e-07
1626,2012-06-14,9.106925239086799e-07
1627,2012-06-15,8.88148646332446e-07
1628,2012-06-16,8.76594260531159e-07
1629,2012-06-17,8.711284324971218e-07
1630,2012-06-18,8.679045828186312e-07
1631,2012-06-19,8.8678544950503e-07
1632,2012-06-20,1.0176596175692984e-06
1633,2012-06-21,9.67412633434798e-07
1634,2012-06-22,9.66484683700119e-07
1635,2012-06-23,9.8311253886752e-07
1636,2012-06-24,1.0356083859367235e-06
1637,2012-06-25,9.876566945766142e-07
1638,2012-06-26,9.689236223618828e-07
1639,2012-06-27,9.77715731078162e-07
1640,2012-06-28,9.048271802589197e-07
1641,2012-06-29,8.916478186068728e-07
1642,2012-06-30,8.796216805109487e-07
1643,2012-07-01,8.621404733647441e-07
1644,2012-07-02,8.616589186503001e-07
1645,2012-07-03,8.561045607346272e-07
1646,2012-07-04,8.480217423505778e-07
1647,2012-07-05,8.486788403611352e-07
1648,2012-07-06,8.447485778157993e-07
1649,2012-07-07,8.337258382314916e-07
1650,2012-07-08,8.420056286635857e-07
1651,2012-07-09,8.401079964872545e-07
1652,2012-07-10,8.474591710453693e-07
1653,2012-07-11,8.622368365973951e-07
1654,2012-07-12,8.583958645256595e-07
1655,2012-07-13,8.508436930236893e-07
1656,2012-07-14,8.538705735582112e-07
1657,2012-07-15,8.881992002128832e-07
1658,2012-07-16,9.314947931551309e-07
1659,2012-07-17,9.124324396917951e-07
1660,2012-07-18,9.06392251268428e-07
1661,2012-07-19,8.793728950626861e-07
1662,2012-07-20,8.693187400563425e-07
1663,2012-07-21,8.693675706193612e-07
1664,2012-07-22,9.143366681631588e-07
1665,2012-07-23,9.061311021864997e-07
1666,2012-07-24,9.002614314662698e-07
1667,2012-07-25,8.752102681202312e-07
1668,2012-07-26,8.616107871321223e-07
1669,2012-07-27,8.508908543326004e-07
1670,2012-07-28,8.435845467416646e-07
1671,2012-07-29,8.376652059556058e-07
1672,2012-07-30,8.535386597862117e-07
1673,2012-07-31,8.432126054080598e-07
1674,2012-08-01,8.630566286522689e-07
1675,2012-08-02,8.516460114029961e-07
1676,2012-08-03,8.508908543326004e-07
1677,2012-08-04,8.677098189246984e-07
1678,2012-08-05,8.674178057220344e-07
1679,2012-08-06,8.923095802553331e-07
1680,2012-08-07,8.737805721533843e-07
1681,2012-08-08,8.74568902037166e-07
1682,2012-08-09,8.619959612063252e-07
1683,2012-08-10,8.602168644625638e-07
1684,2012-08-11,8.772380329667513e-07
1685,2012-08-12,8.92870153312559e-07
1686,2012-08-13,8.819658425604014e-07
1687,2012-08-14,8.82866285298614e-07
1688,2012-08-15,8.863318027982e-07
1689,2012-08-16,8.644580131623887e-07
1690,2012-08-17,8.793728950626861e-07
1691,2012-08-18,8.977352685312199e-07
1692,2012-08-19,8.725019869016237e-07
1693,2012-08-20,8.615145371541663e-07
1694,2012-08-21,8.764952864887183e-07
1695,2012-08-22,9.049834906075376e-07
1696,2012-08-23,8.650874163154827e-07
1697,2012-08-24,8.671259515796647e-07
1698,2012-08-25,8.9578408798086e-07
1699,2012-08-26,9.94779553627967e-07
1700,2012-08-27,1.0005744599903194e-06
1701,2012-08-28,9.693893085535853e-07
1702,2012-08-29,9.358244708338104e-07
1703,2012-08-30,9.080664916493361e-07
1704,2012-08-31,8.892619082141185e-07
1705,2012-09-01,8.803188861177163e-07
1706,2012-09-02,8.465228944121613e-07
1707,2012-09-03,8.481155630382435e-07
1708,2012-09-04,8.567718336924347e-07
1709,2012-09-05,8.757041448664144e-07
1710,2012-09-06,8.875928607964754e-07
1711,2012-09-07,8.637326995216695e-07
1712,2012-09-08,8.637326995216695e-07
1713,2012-09-09,8.661057129686456e-07
1714,2012-09-10,8.852244681868154e-07
1715,2012-09-11,8.929721369021325e-07
1716,2012-09-12,8.838685233396989e-07
1717,2012-09-13,9.073857287647663e-07
1718,2012-09-14,9.291517215713957e-07
1719,2012-09-15,9.050356037625279e-07
1720,2012-09-16,9.106925239086799e-07
1721,2012-09-17,8.963995085157967e-07
1722,2012-09-18,9.091679317710702e-07
1723,2012-09-19,9.01347594607512e-07
1724,2012-09-20,8.881992002128832e-07
1725,2012-09-21,8.846214107445814e-07
1726,2012-09-22,9.124324396917951e-07
1727,2012-09-23,8.956815843461855e-07
1728,2012-09-24,8.864829766341258e-07
1729,2012-09-25,8.864325807198437e-07
1730,2012-09-26,9.068103430637186e-07
1731,2012-09-27,9.135953719463486e-07
1732,2012-09-28,9.038902344772266e-07
1733,2012-09-29,9.164068440285286e-07
1734,2012-09-30,8.884520394714722e-07
1735,2012-10-01,9.10587246930692e-07
1736,2012-10-02,9.483918909604065e-07
1737,2012-10-03,8.879970126231361e-07
1738,2012-10-04,9.321503782241341e-07
1739,2012-10-05,9.54210216847908e-07
1740,2012-10-06,9.280108907067141e-07
1741,2012-10-07,8.841695538248675e-07
1742,2012-10-08,8.918513529796455e-07
1743,2012-10-09,8.750128436445575e-07
1744,2012-10-10,8.908344321630237e-07
1745,2012-10-11,8.863821894413963e-07
1746,2012-10-12,9.060788869728296e-07
1747,2012-10-13,9.260604405291243e-07
1748,2012-10-14,9.700885155525143e-07
1749,2012-10-15,9.731278399687572e-07
1750,2012-10-16,9.42296793791673e-07
1751,2012-10-17,9.003164165765622e-07
1752,2012-10-18,8.330873863496845e-07
1753,2012-10-19,8.336345822988188e-07
1754,2012-10-20,8.525914851046737e-07
1755,2012-10-21,8.596411366167962e-07
1756,2012-10-22,8.675637924334074e-07
1757,2012-10-23,8.718638295497812e-07
1758,2012-10-24,8.710794417306536e-07
1759,2012-10-25,8.748154912421154e-07
1760,2012-10-26,8.912409752513322e-07
1761,2012-10-27,9.136482894432804e-07
1762,2012-10-28,9.275768838717887e-07
1763,2012-10-29,9.551192072070596e-07
1764,2012-10-30,9.90001734182608e-07
1765,2012-10-31,9.92416246427248e-07
1766,2012-11-01,9.992276468667566e-07
1767,2012-11-02,9.656739057846833e-07
1768,2012-11-03,9.503625496823148e-07
1769,2012-11-04,9.530759420546346e-07
1770,2012-11-05,9.567133089040187e-07
1771,2012-11-06,9.743009051821508e-07
1772,2012-11-07,9.861581730959864e-07
1773,2012-11-08,1.0078484846038318e-06
1774,2012-11-09,1.0249441648428482e-06
1775,2012-11-10,1.0234169888179937e-06
1776,2012-11-11,1.0150826713306947e-06
1777,2012-11-12,9.933847118091951e-07
1778,2012-11-13,9.948402705658184e-07
1779,2012-11-14,9.904838781148082e-07
1780,2012-11-15,9.797265146791082e-07
1781,2012-11-16,9.82338627376869e-07
1782,2012-11-17,9.754762542317898e-07
1783,2012-11-18,9.778338280586819e-07
1784,2012-11-19,9.90001734182608e-07
1785,2012-11-20,9.977617270070676e-07
1786,2012-11-21,1.0120790960603894e-06
1787,2012-11-22,1.0290346311625087e-06
1788,2012-11-23,1.042511882508148e-06
1789,2012-11-24,1.02596432285378e-06
1790,2012-11-25,1.0391160332638725e-06
1791,2012-11-26,1.030061357258562e-06
1792,2012-11-27,1.0056202768991416e-06
1793,2012-11-28,1.0163384029976793e-06
1794,2012-11-29,1.0244346984787038e-06
1795,2012-11-30,1.0183527872592666e-06
1796,2012-12-01,1.01083183157646e-06
1797,2012-12-02,1.0006970426760147e-06
1798,2012-12-03,9.907250921257552e-07
1799,2012-12-04,9.914493029445773e-07
1800,2012-12-05,9.835296679735326e-07
1801,2012-12-06,9.757115986340981e-07
1802,2012-12-07,9.672965610812207e-07
1803,2012-12-08,9.596852056595927e-07
1804,2012-12-09,9.336829797746805e-07
1805,2012-12-10,9.402976254496903e-07
1806,2012-12-11,9.396327584300817e-07
1807,2012-12-12,9.356594590835407e-07
1808,2012-12-13,9.409632528923118e-07
1809,2012-12-14,9.571695557781568e-07
1810,2012-12-15,9.56485317145851e-07
1811,2012-12-16,9.456440367225279e-07
1812,2012-12-17,9.481109071165762e-07
1813,2012-12-18,9.420743250137149e-07
1814,2012-12-19,9.414074275633915e-07
1815,2012-12-20,9.443028380302112e-07
1816,2012-12-21,9.659054445454289e-07
1817,2012-12-22,1.0305753391960504e-06
1818,2012-12-23,1.054939473692584e-06
1819,2012-12-24,1.0347021075102841e-06
1820,2012-12-25,1.0310897343257795e-06
1821,2012-12-26,1.0396373115182938e-06
1822,2012-12-27,1.0409423507333947e-06
1823,2012-12-28,1.03989810855133e-06
1824,2012-12-29,1.0372948693601185e-06
1825,2012-12-30,1.0576144115685672e-06
1826,2012-12-31,1.0608387695316553e-06
1827,2013-01-01,1.0380747383913226e-06
1828,2013-01-02,9.977617270070676e-07
1829,2013-01-03,9.972738575580032e-07
1830,2013-01-04,1.020120656229143e-06
1831,2013-01-05,1.0155846638090431e-06
1832,2013-01-06,9.943547023453707e-07
1833,2013-01-07,1.001678576493358e-06
1834,2013-01-08,9.914493029445773e-07
1835,2013-01-09,9.794896057099792e-07
1836,2013-01-10,9.714893740374748e-07
1837,2013-01-11,9.64517554843353e-07
1838,2013-01-12,9.528493483939724e-07
1839,2013-01-13,9.440796036739831e-07
1840,2013-01-14,9.416296419436443e-07
1841,2013-01-15,9.458678690121151e-07
1842,2013-01-16,9.280108907067141e-07
1843,2013-01-17,9.434104118760507e-07
1844,2013-01-18,9.72893500455439e-07
1845,2013-01-19,9.837681556810234e-07
1846,2013-01-20,9.768896962746642e-07
1847,2013-01-21,9.619814374542538e-07
1848,2013-01-22,9.83291273528133e-07
1849,2013-01-23,1.0071048651305121e-06
1850,2013-01-24,1.0158358100883624e-06
1851,2013-01-25,1.015333617574501e-06
1852,2013-01-26,9.933847118091951e-07
1853,2013-01-27,1.0118294447947254e-06
1854,2013-01-28,9.960558655070697e-07
1855,2013-01-29,9.849619948864927e-07
1856,2013-01-30,9.863976899663273e-07
1857,2013-01-31,9.890385812639343e-07
1858,2013-02-01,1.0231628158861262e-06
1859,2013-02-02,1.0362565105419807e-06
1860,2013-02-03,1.0385951757081158e-06
1861,2013-02-04,1.0221471404367082e-06
1862,2013-02-05,1.0181006375519416e-06
1863,2013-02-06,1.001678576493358e-06
1864,2013-02-07,9.921743680054811e-07
1865,2013-02-08,9.79963516121365e-07
1866,2013-02-09,1.0078484846038318e-06
1867,2013-02-10,1.000942280702732e-06
1868,2013-02-11,9.840067367001914e-07
1869,2013-02-12,9.496861507712619e-07
1870,2013-02-13,9.675287282737783e-07
1871,2013-02-14,9.710220586166998e-07
1872,2013-02-15,9.868770053348194e-07
1873,2013-02-16,9.929002886775788e-07
1874,2013-02-17,1.0440852276037115e-06
1875,2013-02-18,1.0763726419424507e-06
1876,2013-02-19,1.0277535397530786e-06
1877,2013-02-20,1.0285218861065525e-06
1878,2013-02-21,1.0093383814075597e-06
1879,2013-02-22,9.965427743150832e-07
1880,2013-02-23,9.731278399687572e-07
1881,2013-02-24,9.456440367225279e-07
1882,2013-02-25,9.341216139777561e-07
1883,2013-02-26,9.56029596757455e-07
1884,2013-02-27,9.610618813108299e-07
1885,2013-02-28,9.754762542317898e-07
1886,2013-03-01,9.987386212486189e-07
1887,2013-03-02,1.0282656678805842e-06
1888,2013-03-03,1.0568107853299782e-06
1889,2013-03-04,1.076924322221199e-06
1890,2013-03-05,1.0249441648428482e-06
1891,2013-03-06,1.080521350795318e-06
1892,2013-03-07,1.0956715963184234e-06
1893,2013-03-08,1.0619170710831457e-06
1894,2013-03-09,1.0697877641797084e-06
1895,2013-03-10,1.0520095941194576e-06
1896,2013-03-11,1.0417266407383866e-06
1897,2013-03-12,1.0393766197749944e-06
1898,2013-03-13,1.0359971823414376e-06
1899,2013-03-14,1.0482995530707657e-06
1900,2013-03-15,1.0504169930663784e-06
1901,2013-03-16,1.017596639844431e-06
1902,2013-03-17,1.0115798927669865e-06
1903,2013-03-18,1.0211330883896275e-06
1904,2013-03-19,9.859187500349772e-07
1905,2013-03-20,9.953262212993302e-07
1906,2013-03-21,9.994723044810466e-07
1907,2013-03-22,1.0031537904585045e-06
1908,2013-03-23,9.740661096258173e-07
1909,2013-03-24,9.642865528979345e-07
1910,2013-03-25,9.514916116946356e-07
1911,2013-03-26,9.840067367001914e-07
1912,2013-03-27,1.0138294380837658e-06
1913,2013-03-28,1.0188573886532552e-06
1914,2013-03-29,1.0186050376082125e-06
1915,2013-03-30,9.821006984992765e-07
1916,2013-03-31,9.740661096258173e-07
1917,2013-04-01,9.79963516121365e-07
1918,2013-04-02,9.323690722978799e-07
1919,2013-04-03,9.610618813108299e-07
1920,2013-04-04,9.551192072070596e-07
1921,2013-04-05,9.649798268358586e-07
1922,2013-04-06,9.69622287144035e-07
1923,2013-04-07,9.478862168456406e-07
1924,2013-04-08,9.262768298604753e-07
1925,2013-04-09,9.347801899449514e-07
1926,2013-04-10,9.174714140739927e-07
1927,2013-04-11,9.042023753135293e-07
1928,2013-04-12,8.831667635259201e-07
1929,2013-04-13,8.486318774459154e-07
1930,2013-04-14,8.691234621971908e-07
1931,2013-04-15,8.501367810707471e-07
1932,2013-04-16,8.609854733206304e-07
1933,2013-04-17,8.632979841497326e-07
1934,2013-04-18,8.577265427609672e-07
1935,2013-04-19,8.539180068736687e-07
1936,2013-04-20,8.398770518821459e-07
1937,2013-04-21,8.554381289037523e-07
1938,2013-04-22,8.588744694560004e-07
1939,2013-04-23,8.683430604284887e-07
1940,2013-04-24,8.533490885700759e-07
1941,2013-04-25,8.552478740984503e-07
1942,2013-04-26,8.683430604284887e-07
1943,2013-04-27,8.748154912421154e-07
1944,2013-04-28,8.779817986957785e-07
1945,2013-04-29,8.760006874765082e-07
1946,2013-04-30,8.662027948037784e-07
1947,2013-05-01,8.734360394522773e-07
1948,2013-05-02,8.8678544950503e-07
1949,2013-05-03,8.687331194499504e-07
1950,2013-05-04,8.73239262340687e-07
1951,2013-05-05,8.863821894413963e-07
1952,2013-05-06,8.894138915872734e-07
1953,2013-05-07,8.979925146213975e-07
1954,2013-05-08,8.660086487476309e-07
1955,2013-05-09,8.827661626527745e-07
1956,2013-05-10,8.702961956234295e-07
1957,2013-05-11,8.565810983617702e-07
1958,2013-05-12,8.598329765581659e-07
1959,2013-05-13,8.631048910111782e-07
1960,2013-05-14,8.704919002392595e-07
1961,2013-05-15,8.722564523138135e-07
1962,2013-05-16,8.588744694560004e-07
1963,2013-05-17,8.596411366167962e-07
1964,2013-05-18,8.445155635561763e-07
1965,2013-05-19,8.493837894844475e-07
1966,2013-05-20,8.48068650593168e-07
1967,2013-05-21,8.522130917412163e-07
1968,2013-05-22,8.417274929475762e-07
1969,2013-05-23,8.149992212457908e-07
1970,2013-05-24,8.144717028167314e-07
1971,2013-05-25,8.391387197805723e-07
1972,2013-05-26,8.760006874765082e-07
1973,2013-05-27,8.833671742984679e-07
1974,2013-05-28,8.669800841189967e-07
1975,2013-05-29,8.607932168889258e-07
1976,2013-05-30,8.679532848503452e-07
1977,2013-05-31,8.685380544911592e-07
1978,2013-06-01,8.604089124943199e-07
1979,2013-06-02,8.233365024056806e-07
1980,2013-06-03,8.356459574432961e-07
1981,2013-06-04,8.343650831379343e-07
1982,2013-06-05,8.447019666339154e-07
1983,2013-06-06,8.541077828123424e-07
1984,2013-06-07,8.527807838283612e-07
1985,2013-06-08,8.493837894844475e-07
1986,2013-06-09,8.433985428651571e-07
1987,2013-06-10,8.267461880596055e-07
1988,2013-06-11,8.107945153997161e-07
1989,2013-06-12,8.043807727391643e-07
1990,2013-06-13,8.004351839611868e-07
1991,2013-06-14,8.043807727391643e-07
1992,2013-06-15,7.769179458309425e-07
1993,2013-06-16,7.958432833666588e-07
1994,2013-06-17,7.813338537951788e-07
1995,2013-06-18,7.770807758990022e-07
1996,2013-06-19,7.877846067067504e-07
1997,2013-06-20,7.916294699599305e-07
1998,2013-06-21,7.906235343405949e-07
1999,2013-06-22,7.88284392164409e-07
2000,2013-06-23,8.030048256525339e-07
2001,2013-06-24,7.988997894276715e-07
2002,2013-06-25,7.966904092087266e-07
2003,2013-06-26,7.965208671544055e-07
2004,2013-06-27,7.894525589736801e-07
2005,2013-06-28,7.86952771525355e-07
2006,2013-06-29,7.953357083995869e-07
2007,2013-06-30,8.030048256525339e-07
2008,2013-07-01,8.116675926215095e-07
2009,2013-07-02,8.203050013051852e-07
2010,2013-07-03,8.235153911264129e-07
2011,2013-07-04,8.219076564251962e-07
2012,2013-07-05,8.242315761586221e-07
2013,2013-07-06,8.220860423663104e-07
2014,2013-07-07,8.155272935511314e-07
2015,2013-07-08,8.062789486483076e-07
2016,2013-07-09,8.064518700148992e-07
2017,2013-07-10,8.030048256525339e-07
2018,2013-07-11,8.006060785511636e-07
2019,2013-07-12,7.978788431076802e-07
2020,2013-07-13,8.08879093939567e-07
2021,2013-07-14,8.220860423663104e-07
2022,2013-07-15,8.2119473946525e-07
2023,2013-07-16,8.329051169947555e-07
2024,2013-07-17,8.382172821149465e-07
2025,2013-07-18,8.395077543515764e-07
2026,2013-07-19,8.354627804464815e-07
2027,2013-07-20,8.299975708852186e-07
2028,2013-07-21,8.228002138452983e-07
2029,2013-07-22,8.038643451127876e-07
2030,2013-07-23,7.798573733803119e-07
2031,2013-07-24,8.100971488436121e-07
2032,2013-07-25,8.085316233294535e-07
2033,2013-07-26,8.014614392061281e-07
2034,2013-07-27,7.951666333338949e-07
2035,2013-07-28,7.961819584301854e-07
2036,2013-07-29,7.856247932854827e-07
2037,2013-07-30,7.997521964648656e-07
2038,2013-07-31,7.951666333338949e-07
2039,2013-08-01,7.892855062653583e-07
2040,2013-08-02,7.909586158922233e-07
2041,2013-08-03,8.059332861336159e-07
2042,2013-08-04,7.977088909786162e-07
2043,2013-08-05,7.919652429127688e-07
2044,2013-08-06,7.654968301960375e-07
2045,2013-08-07,7.924693353559459e-07
2046,2013-08-08,7.992405754614756e-07
2047,2013-08-09,7.997521964648656e-07
2048,2013-08-10,7.985592388401412e-07
2049,2013-08-11,7.83309554621156e-07
2050,2013-08-12,7.881177399198749e-07
2051,2013-08-13,7.707711458422096e-07
2052,2013-08-14,7.746441197504384e-07
2053,2013-08-15,7.928056859801803e-07
2054,2013-08-16,7.778957566697073e-07
2055,2013-08-17,7.923012467698658e-07
2056,2013-08-18,7.934790818052225e-07
2057,2013-08-19,7.909586158922233e-07
2058,2013-08-20,7.902886828197047e-07
2059,2013-08-21,7.946597575193223e-07
2060,2013-08-22,7.966904092087266e-07
2061,2013-08-23,7.933106459582334e-07
2062,2013-08-24,7.856247932854827e-07
2063,2013-08-25,8.012902486203527e-07
2064,2013-08-26,8.007770322838539e-07
2065,2013-08-27,8.069709948968778e-07
2066,2013-08-28,8.083579787254138e-07
2067,2013-08-29,7.904560798399222e-07
2068,2013-08-30,7.780589190918908e-07
2069,2013-08-31,7.958432833666588e-07
2070,2013-09-01,7.916294699599305e-07
2071,2013-09-02,8.004351839611868e-07
2072,2013-09-03,7.749682911205821e-07
2073,2013-09-04,8.052426811738824e-07
2074,2013-09-05,7.948286579214162e-07
