date,INDUST_cmd
5/2/2011,210405.1507
5/3/2011,254443.4381
5/4/2011,503993.7331
5/5/2011,398791.1578
5/6/2011,39145.14432
5/7/2011,0
5/8/2011,0
5/9/2011,0
5/10/2011,0
5/11/2011,73397.1456
5/12/2011,161473.7203
5/13/2011,225084.5798
5/14/2011,36698.5728
5/15/2011,0
5/16/2011,0
5/17/2011,105202.5754
5/18/2011,310714.583
5/19/2011,330287.1552
5/20/2011,396344.5862
5/21/2011,183492.864
5/22/2011,48931.4304
5/23/2011,347413.1558
5/24/2011,513780.0192
5/25/2011,374325.4426
5/26/2011,313161.1546
5/27/2011,305821.44
5/28/2011,0
5/29/2011,41591.71584
5/30/2011,364539.1565
5/31/2011,411024.0154
6/1/2011,254443.4381
6/2/2011,149240.8627
6/3/2011,132114.8621
6/4/2011,26912.28672
6/5/2011,0
6/6/2011,225084.5798
6/7/2011,406130.8723
6/8/2011,369432.2995
6/9/2011,176153.1494
6/10/2011,154134.0058
6/11/2011,0
6/12/2011,0
6/13/2011,146794.2912
6/14/2011,190832.5786
6/15/2011,242210.5805
6/16/2011,215298.2938
6/17/2011,110095.7184
6/18/2011,2446.57152
6/19/2011,0
6/20/2011,117435.433
6/21/2011,198172.2931
6/22/2011,163920.2918
6/23/2011,18349.2864
6/24/2011,0
6/25/2011,0
6/26/2011,0
6/27/2011,0
6/28/2011,0
6/29/2011,0
6/30/2011,0
7/1/2011,0
7/2/2011,0
7/3/2011,0
7/4/2011,0
7/5/2011,0
7/6/2011,0
7/7/2011,0
7/8/2011,0
7/9/2011,0
7/10/2011,0
7/11/2011,0
7/12/2011,0
7/13/2011,0
7/14/2011,0
7/15/2011,0
7/16/2011,0
7/17/2011,0
7/18/2011,0
7/19/2011,0
7/20/2011,0
7/21/2011,0
7/22/2011,0
7/23/2011,0
7/24/2011,0
7/25/2011,0
7/26/2011,0
7/27/2011,0
7/28/2011,0
7/29/2011,0
7/30/2011,0
7/31/2011,0
8/1/2011,0
8/2/2011,0
8/3/2011,2201.914368
8/4/2011,0
8/5/2011,0
8/6/2011,0
8/7/2011,0
8/8/2011,0
8/9/2011,26912.28672
8/10/2011,0
8/11/2011,0
8/12/2011,0
8/13/2011,0
8/14/2011,0
8/15/2011,0
8/16/2011,0
8/17/2011,0
8/18/2011,0
8/19/2011,0
8/20/2011,0
8/21/2011,0
8/22/2011,0
8/23/2011,0
8/24/2011,0
8/25/2011,0
8/26/2011,0
8/27/2011,0
8/28/2011,0
8/29/2011,0
8/30/2011,0
8/31/2011,0
9/1/2011,0
9/2/2011,0
9/3/2011,0
9/4/2011,0
9/5/2011,0
9/6/2011,0
9/7/2011,0
9/8/2011,0
9/9/2011,0
9/10/2011,0
9/11/2011,0
9/12/2011,0
9/13/2011,0
9/14/2011,0
9/15/2011,0
9/16/2011,0
9/17/2011,0
9/18/2011,0
9/19/2011,0
9/20/2011,0
9/21/2011,0
9/22/2011,0
9/23/2011,0
9/24/2011,0
9/25/2011,0
9/26/2011,0
9/27/2011,0
9/28/2011,0
9/29/2011,0
9/30/2011,0
10/1/2011,70950.57408
10/2/2011,0
10/3/2011,22508.45798
10/4/2011,80736.86016
10/5/2011,163920.2918
10/6/2011,105202.5754
10/7/2011,26912.28672
10/8/2011,0
10/9/2011,0
10/10/2011,0
10/11/2011,0
10/12/2011,137008.0051
10/13/2011,0
10/14/2011,0
10/15/2011,51378.00192
10/16/2011,0
10/17/2011,0
10/18/2011,0
10/19/2011,0
10/20/2011,0
10/21/2011,0
10/22/2011,34252.00128
10/23/2011,0
10/24/2011,14679.42912
10/25/2011,0
10/26/2011,22508.45798
10/27/2011,26912.28672
10/28/2011,19083.25786
10/29/2011,0
10/30/2011,0
10/31/2011,0
11/1/2011,0
11/2/2011,0
11/3/2011,0
11/4/2011,34252.00128
11/5/2011,39145.14432
11/6/2011,7829.028864
11/7/2011,0
11/8/2011,29358.85824
11/9/2011,13456.14336
11/10/2011,7829.028864
11/11/2011,61164.288
11/12/2011,16636.68634
11/13/2011,24465.7152
11/14/2011,75843.71712
11/15/2011,68504.00256
11/16/2011,114988.8614
11/17/2011,161473.7203
11/18/2011,117435.433
11/19/2011,48931.4304
11/20/2011,17126.00064
11/21/2011,18104.62925
11/22/2011,26912.28672
11/23/2011,44038.28736
11/24/2011,83183.43168
11/25/2011,100309.4323
11/26/2011,102756.0038
11/27/2011,31805.42976
11/28/2011,119882.0045
11/29/2011,325394.0122
11/30/2011,276462.5818
12/1/2011,222638.0083
12/2/2011,181046.2925
12/3/2011,90523.14624
12/4/2011,18593.94355
12/5/2011,68504.00256
12/6/2011,146794.2912
12/7/2011,210405.1507
12/8/2011,173706.5779
12/9/2011,119882.0045
12/10/2011,0
12/11/2011,0
12/12/2011,8318.343168
12/13/2011,244.657152
12/14/2011,9052.314624
12/15/2011,19817.22931
12/16/2011,8807.657472
12/17/2011,19572.57216
12/18/2011,48931.4304
12/19/2011,17615.31494
12/20/2011,114988.8614
12/21/2011,95416.28928
12/22/2011,73397.1456
12/23/2011,63610.85952
12/24/2011,18349.2864
12/25/2011,36698.5728
12/26/2011,97862.8608
12/27/2011,85630.0032
12/28/2011,73397.1456
12/29/2011,70950.57408
12/30/2011,119882.0045
12/31/2011,102756.0038
1/1/2012,39145.14432
1/2/2012,247103.7235
1/3/2012,467295.1603
1/4/2012,305821.44
1/5/2012,166366.8634
1/6/2012,56271.14496
1/7/2012,29358.85824
1/8/2012,56271.14496
1/9/2012,78290.28864
1/10/2012,9296.971776
1/11/2012,20551.20077
1/12/2012,83183.43168
1/13/2012,124775.1475
1/14/2012,36698.5728
1/15/2012,15658.05773
1/16/2012,127221.719
1/17/2012,132114.8621
1/18/2012,183492.864
1/19/2012,181046.2925
1/20/2012,151687.4342
1/21/2012,102756.0038
1/22/2012,23242.42944
1/23/2012,48931.4304
1/24/2012,156580.5773
1/25/2012,200618.8646
1/26/2012,114988.8614
1/27/2012,23242.42944
1/28/2012,18838.6007
1/29/2012,29358.85824
1/30/2012,110095.7184
1/31/2012,117435.433
2/1/2012,212851.7222
2/2/2012,205512.0077
2/3/2012,80736.86016
2/4/2012,102756.0038
2/5/2012,39145.14432
2/6/2012,0
2/7/2012,56271.14496
2/8/2012,6605.743104
2/9/2012,0
2/10/2012,0
2/11/2012,41591.71584
2/12/2012,56271.14496
2/13/2012,83183.43168
2/14/2012,168813.4349
2/15/2012,232424.2944
2/16/2012,254443.4381
2/17/2012,200618.8646
2/18/2012,83183.43168
2/19/2012,48931.4304
2/20/2012,173706.5779
2/21/2012,266676.2957
2/22/2012,296035.1539
2/23/2012,154134.0058
2/24/2012,185939.4355
2/25/2012,171260.0064
2/26/2012,63610.85952
2/27/2012,139454.5766
2/28/2012,127221.719
2/29/2012,132114.8621
3/1/2012,92969.71776
3/2/2012,105202.5754
3/3/2012,66057.43104
3/4/2012,61164.288
3/5/2012,5137.800192
3/6/2012,61164.288
3/7/2012,92969.71776
3/8/2012,88076.57472
3/9/2012,16392.02918
3/10/2012,31805.42976
3/11/2012,8073.686016
3/12/2012,70950.57408
3/13/2012,129668.2906
3/14/2012,188386.007
3/15/2012,149240.8627
3/16/2012,95416.28928
3/17/2012,46484.85888
3/18/2012,80736.86016
3/19/2012,3180.542976
3/20/2012,0
3/21/2012,0
3/22/2012,4159.171584
3/23/2012,73397.1456
3/24/2012,134561.4336
3/25/2012,85630.0032
3/26/2012,124775.1475
3/27/2012,178599.721
3/28/2012,166366.8634
3/29/2012,163920.2918
3/30/2012,198172.2931
3/31/2012,200618.8646
4/1/2012,151687.4342
4/2/2012,540692.3059
4/3/2012,535799.1629
4/4/2012,633662.0237
4/5/2012,530906.0198
4/6/2012,530906.0198
4/7/2012,430596.5875
4/8/2012,215298.2938
4/9/2012,428150.016
4/10/2012,589623.7363
4/11/2012,726631.7414
4/12/2012,822048.0307
4/13/2012,692379.7402
4/14/2012,528459.4483
4/15/2012,381665.1571
4/16/2012,464848.5888
4/17/2012,650788.0243
4/18/2012,685040.0256
4/19/2012,479528.0179
4/20/2012,119882.0045
4/21/2012,0
4/22/2012,0
4/23/2012,0
4/24/2012,244657.152
4/25/2012,80736.86016
4/26/2012,344966.5843
4/27/2012,518673.1622
4/28/2012,264229.7242
4/29/2012,41591.71584
4/30/2012,132114.8621
5/1/2012,78290.28864
5/2/2012,105202.5754
5/3/2012,545585.449
5/4/2012,494207.447
5/5/2012,389004.8717
5/6/2012,261783.1526
5/7/2012,340073.4413
5/8/2012,318054.2976
5/9/2012,0
5/10/2012,0
5/11/2012,0
5/12/2012,0
5/13/2012,0
5/14/2012,0
5/15/2012,0
5/16/2012,0
5/17/2012,0
5/18/2012,0
5/19/2012,0
5/20/2012,0
5/21/2012,0
5/22/2012,0
5/23/2012,0
5/24/2012,0
5/25/2012,0
5/26/2012,0
5/27/2012,0
5/28/2012,44038.28736
5/29/2012,29358.85824
5/30/2012,24465.7152
5/31/2012,63610.85952
6/1/2012,0
6/2/2012,0
6/3/2012,7584.371712
6/4/2012,105202.5754
6/5/2012,435489.7306
6/6/2012,78290.28864
6/7/2012,15168.74342
6/8/2012,0
6/9/2012,0
6/10/2012,0
6/11/2012,0
6/12/2012,0
6/13/2012,105202.5754
6/14/2012,0
6/15/2012,0
6/16/2012,0
6/17/2012,0
6/18/2012,61164.288
6/19/2012,83183.43168
6/20/2012,0
6/21/2012,0
6/22/2012,0
6/23/2012,0
6/24/2012,0
6/25/2012,0
6/26/2012,0
6/27/2012,0
6/28/2012,0
6/29/2012,0
6/30/2012,14190.11482
7/1/2012,0
7/2/2012,239764.009
7/3/2012,53824.57344
7/4/2012,78290.28864
7/5/2012,110095.7184
7/6/2012,78290.28864
7/7/2012,129668.2906
7/8/2012,225084.5798
7/9/2012,318054.2976
7/10/2012,288695.4394
7/11/2012,342520.0128
7/12/2012,102756.0038
7/13/2012,53824.57344
7/14/2012,6361.085952
7/15/2012,0
7/16/2012,0
7/17/2012,0
7/18/2012,0
7/19/2012,0
7/20/2012,0
7/21/2012,6116.4288
7/22/2012,14924.08627
7/23/2012,0
7/24/2012,0
7/25/2012,0
7/26/2012,0
7/27/2012,146794.2912
7/28/2012,215298.2938
7/29/2012,29358.85824
7/30/2012,0
7/31/2012,0
8/1/2012,19327.91501
8/2/2012,0
8/3/2012,0
8/4/2012,0
8/5/2012,7584.371712
8/6/2012,19572.57216
8/7/2012,0
8/8/2012,10520.25754
8/9/2012,124775.1475
8/10/2012,127221.719
8/11/2012,0
8/12/2012,0
8/13/2012,0
8/14/2012,0
8/15/2012,44038.28736
8/16/2012,97862.8608
8/17/2012,66057.43104
8/18/2012,88076.57472
8/19/2012,31805.42976
8/20/2012,244657.152
8/21/2012,389004.8717
8/22/2012,337626.8698
8/23/2012,366.985728
8/24/2012,0
8/25/2012,0
8/26/2012,0
8/27/2012,0
8/28/2012,0
8/29/2012,0
8/30/2012,0
8/31/2012,0
9/1/2012,23976.4009
9/2/2012,4648.485888
9/3/2012,0
9/4/2012,24221.05805
9/5/2012,0
9/6/2012,0
9/7/2012,0
9/8/2012,0
9/9/2012,0
9/10/2012,0
9/11/2012,2691.228672
9/12/2012,9296.971776
9/13/2012,31805.42976
9/14/2012,0
9/15/2012,0
9/16/2012,0
9/17/2012,21285.17222
9/18/2012,0
9/19/2012,0
9/20/2012,0
9/21/2012,26912.28672
9/22/2012,0
9/23/2012,0
9/24/2012,0
9/25/2012,17370.65779
9/26/2012,0
9/27/2012,0
9/28/2012,1932.791501
9/29/2012,16392.02918
9/30/2012,12232.8576
10/1/2012,29358.85824
10/2/2012,22263.80083
10/3/2012,10275.60038
10/4/2012,0
10/5/2012,4893.14304
10/6/2012,9296.971776
10/7/2012,14190.11482
10/8/2012,20061.88646
10/9/2012,0
10/10/2012,11498.88614
10/11/2012,15168.74342
10/12/2012,17859.9721
10/13/2012,19817.22931
10/14/2012,0
10/15/2012,0
10/16/2012,13211.48621
10/17/2012,24465.7152
10/18/2012,3425.200128
10/19/2012,11743.5433
10/20/2012,5137.800192
10/21/2012,34252.00128
10/22/2012,9541.628928
10/23/2012,2691.228672
10/24/2012,2177.448653
10/25/2012,0
10/26/2012,34252.00128
10/27/2012,34252.00128
10/28/2012,29358.85824
10/29/2012,15658.05773
10/30/2012,366985.728
10/31/2012,129668.2906
11/1/2012,134561.4336
11/2/2012,266676.2957
11/3/2012,171260.0064
11/4/2012,161473.7203
11/5/2012,195725.7216
11/6/2012,251996.8666
11/7/2012,225084.5798
11/8/2012,181046.2925
11/9/2012,181046.2925
11/10/2012,137008.0051
11/11/2012,61164.288
11/12/2012,139454.5766
11/13/2012,320500.8691
11/14/2012,655681.1674
11/15/2012,117435.433
11/16/2012,166366.8634
11/17/2012,56271.14496
11/18/2012,83183.43168
11/19/2012,73397.1456
11/20/2012,92969.71776
11/21/2012,97862.8608
11/22/2012,100309.4323
11/23/2012,102756.0038
11/24/2012,166366.8634
11/25/2012,198172.2931
11/26/2012,261783.1526
11/27/2012,159027.1488
11/28/2012,161473.7203
11/29/2012,227531.1514
11/30/2012,173706.5779
12/1/2012,122328.576
12/2/2012,124775.1475
12/3/2012,19083.25786
12/4/2012,58717.71648
12/5/2012,83183.43168
12/6/2012,58717.71648
12/7/2012,34252.00128
12/8/2012,41591.71584
12/9/2012,44038.28736
12/10/2012,44038.28736
12/11/2012,56271.14496
12/12/2012,0
12/13/2012,0
12/14/2012,0
12/15/2012,36698.5728
12/16/2012,61164.288
12/17/2012,66057.43104
12/18/2012,70950.57408
12/19/2012,127221.719
12/20/2012,80736.86016
12/21/2012,205512.0077
12/22/2012,154134.0058
12/23/2012,53824.57344
12/24/2012,163920.2918
12/25/2012,100309.4323
12/26/2012,70950.57408
12/27/2012,58717.71648
12/28/2012,34252.00128
12/29/2012,11743.5433
12/30/2012,92969.71776
12/31/2012,29358.85824
1/1/2013,75843.71712
1/2/2013,88076.57472
1/3/2013,251996.8666
1/4/2013,26912.28672
1/5/2013,112542.2899
1/6/2013,24465.7152
1/7/2013,0
1/8/2013,31805.42976
1/9/2013,24465.7152
1/10/2013,44038.28736
1/11/2013,41591.71584
1/12/2013,114988.8614
1/13/2013,39145.14432
1/14/2013,36698.5728
1/15/2013,23731.74374
1/16/2013,119882.0045
1/17/2013,141901.1482
1/18/2013,122328.576
1/19/2013,9541.628928
1/20/2013,16636.68634
1/21/2013,159027.1488
1/22/2013,244657.152
1/23/2013,188386.007
1/24/2013,107649.1469
1/25/2013,176153.1494
1/26/2013,173706.5779
1/27/2013,176153.1494
1/28/2013,168813.4349
1/29/2013,227531.1514
1/30/2013,78290.28864
1/31/2013,88076.57472
2/1/2013,112542.2899
2/2/2013,161473.7203
2/3/2013,144347.7197
2/4/2013,61164.288
2/5/2013,132114.8621
2/6/2013,75843.71712
2/7/2013,210405.1507
2/8/2013,251996.8666
2/9/2013,163920.2918
2/10/2013,53824.57344
2/11/2013,68504.00256
2/12/2013,220191.4368
2/13/2013,173706.5779
2/14/2013,0
2/15/2013,0
2/16/2013,0
2/17/2013,0
2/18/2013,0
2/19/2013,0
2/20/2013,0
2/21/2013,0
2/22/2013,39145.14432
2/23/2013,22753.11514
2/24/2013,22263.80083
2/25/2013,0
2/26/2013,0
2/27/2013,10275.60038
2/28/2013,29358.85824
3/1/2013,90523.14624
3/2/2013,134561.4336
3/3/2013,53824.57344
3/4/2013,220191.4368
3/5/2013,225084.5798
3/6/2013,168813.4349
3/7/2013,220191.4368
3/8/2013,256890.0096
3/9/2013,249550.295
3/10/2013,134561.4336
3/11/2013,110095.7184
3/12/2013,63610.85952
3/13/2013,212851.7222
3/14/2013,283802.2963
3/15/2013,220191.4368
3/16/2013,188386.007
3/17/2013,161473.7203
3/18/2013,31805.42976
3/19/2013,0
3/20/2013,0
3/21/2013,0
3/22/2013,26912.28672
3/23/2013,0
3/24/2013,0
3/25/2013,26912.28672
3/26/2013,23976.4009
3/27/2013,154134.0058
3/28/2013,205512.0077
3/29/2013,188386.007
3/30/2013,151687.4342
3/31/2013,203065.4362
4/1/2013,105202.5754
4/2/2013,134561.4336
4/3/2013,114988.8614
4/4/2013,36698.5728
4/5/2013,0
4/6/2013,31805.42976
4/7/2013,1370.080051
4/8/2013,110095.7184
4/9/2013,134561.4336
4/10/2013,114988.8614
4/11/2013,156580.5773
4/12/2013,92969.71776
4/13/2013,26912.28672
4/14/2013,107649.1469
4/15/2013,66057.43104
4/16/2013,0
4/17/2013,100309.4323
4/18/2013,159027.1488
4/19/2013,112542.2899
4/20/2013,18349.2864
4/21/2013,0
4/22/2013,0
4/23/2013,0
4/24/2013,137008.0051
4/25/2013,264229.7242
4/26/2013,325394.0122
4/27/2013,239764.009
4/28/2013,185939.4355
4/29/2013,117435.433
4/30/2013,90523.14624
5/1/2013,29358.85824
5/2/2013,0
5/3/2013,0
5/4/2013,0
5/5/2013,9541.628928
5/6/2013,0
5/7/2013,19572.57216
5/8/2013,18104.62925
5/9/2013,129668.2906
5/10/2013,185939.4355
5/11/2013,110095.7184
5/12/2013,29358.85824
5/13/2013,26912.28672
5/14/2013,0
5/15/2013,132114.8621
5/16/2013,229977.7229
5/17/2013,188386.007
5/18/2013,185939.4355
5/19/2013,154134.0058
5/20/2013,97862.8608
5/21/2013,41591.71584
5/22/2013,0
5/23/2013,0
5/24/2013,0
5/25/2013,10764.91469
5/26/2013,0
5/27/2013,0
5/28/2013,26912.28672
5/29/2013,5382.457344
5/30/2013,8318.343168
5/31/2013,0
6/1/2013,0
6/2/2013,0
6/3/2013,0
6/4/2013,0
6/5/2013,0
6/6/2013,0
6/7/2013,0
6/8/2013,0
6/9/2013,0
6/10/2013,0
6/11/2013,0
6/12/2013,0
6/13/2013,11498.88614
6/14/2013,7829.028864
6/15/2013,0
6/16/2013,0
6/17/2013,0
6/18/2013,2055.120077
6/19/2013,0
6/20/2013,0
6/21/2013,0
6/22/2013,0
6/23/2013,0
6/24/2013,0
6/25/2013,0
6/26/2013,0
6/27/2013,0
6/28/2013,31805.42976
6/29/2013,21774.48653
6/30/2013,0
7/1/2013,0
7/2/2013,0
7/3/2013,0
7/4/2013,0
7/5/2013,0
7/6/2013,0
7/7/2013,0
7/8/2013,0
7/9/2013,0
7/10/2013,0
7/11/2013,31805.42976
7/12/2013,48931.4304
7/13/2013,0
7/14/2013,0
7/15/2013,0
7/16/2013,0
7/17/2013,0
7/18/2013,0
7/19/2013,0
7/20/2013,0
7/21/2013,0
7/22/2013,0
7/23/2013,0
7/24/2013,0
7/25/2013,11009.57184
7/26/2013,13700.80051
7/27/2013,0
7/28/2013,0
7/29/2013,0
7/30/2013,21285.17222
7/31/2013,17615.31494
8/1/2013,0
8/2/2013,11743.5433
8/3/2013,0
8/4/2013,5137.800192
8/5/2013,0
8/6/2013,0
8/7/2013,0
8/8/2013,0
8/9/2013,0
8/10/2013,0
8/11/2013,0
8/12/2013,0
8/13/2013,48.9314304
8/14/2013,0
8/15/2013,0
8/16/2013,0
8/17/2013,0
8/18/2013,34252.00128
8/19/2013,200618.8646
8/20/2013,151687.4342
8/21/2013,114988.8614
8/22/2013,154134.0058
8/23/2013,205512.0077
8/24/2013,163920.2918
8/25/2013,132114.8621
8/26/2013,26912.28672
8/27/2013,124775.1475
8/28/2013,122328.576
8/29/2013,0
8/30/2013,31805.42976
8/31/2013,75843.71712
9/1/2013,0
9/2/2013,0
9/3/2013,0
9/4/2013,16147.37203
9/5/2013,6605.743104
9/6/2013,0
9/7/2013,4403.828736
9/8/2013,0
9/9/2013,1492.408627
9/10/2013,0
9/11/2013,0
9/12/2013,8563.00032
9/13/2013,0
9/14/2013,1541.340058
9/15/2013,4893.14304
9/16/2013,6605.743104
9/17/2013,22997.77229
9/18/2013,22019.14368
9/19/2013,12232.8576
9/20/2013,73397.1456
9/21/2013,18593.94355
9/22/2013,44038.28736
9/23/2013,3669.85728
9/24/2013,9786.28608
9/25/2013,24465.7152
9/26/2013,29358.85824
9/27/2013,10030.94323
9/28/2013,733.971456
9/29/2013,6361.085952
9/30/2013,0
10/1/2013,0
10/2/2013,0
10/3/2013,0
10/4/2013,0
10/5/2013,41591.71584
10/6/2013,66057.43104
10/7/2013,146794.2912
10/8/2013,807.3686016
10/9/2013,18104.62925
10/10/2013,6116.4288
10/11/2013,12232.8576
10/12/2013,10030.94323
10/13/2013,0
10/14/2013,146794.2912
10/15/2013,173706.5779
10/16/2013,190832.5786
10/17/2013,229977.7229
10/18/2013,144347.7197
10/19/2013,134561.4336
10/20/2013,183492.864
10/21/2013,178599.721
10/22/2013,85630.0032
10/23/2013,9296.971776
10/24/2013,6361.085952
10/25/2013,119882.0045
10/26/2013,442829.4451
10/27/2013,110095.7184
10/28/2013,105202.5754
10/29/2013,203065.4362
10/30/2013,217744.8653
10/31/2013,188386.007
11/1/2013,222638.0083
11/2/2013,173706.5779
11/3/2013,496654.0186
11/4/2013,88076.57472
11/5/2013,151687.4342
11/6/2013,151687.4342
11/7/2013,173706.5779
11/8/2013,151687.4342
11/9/2013,31805.42976
11/10/2013,61164.288
11/11/2013,134561.4336
11/12/2013,176153.1494
11/13/2013,819601.4592
11/14/2013,149240.8627
11/15/2013,105202.5754
11/16/2013,92969.71776
11/17/2013,44038.28736
11/18/2013,8073.686016
11/19/2013,173706.5779
11/20/2013,53824.57344
11/21/2013,134561.4336
11/22/2013,122328.576
11/23/2013,163920.2918
11/24/2013,198172.2931
11/25/2013,70950.57408
11/26/2013,56271.14496
11/27/2013,95416.28928
11/28/2013,31805.42976
11/29/2013,26912.28672
11/30/2013,73397.1456
12/1/2013,154134.0058
12/2/2013,56271.14496
12/3/2013,141901.1482
12/4/2013,269122.8672
12/5/2013,325394.0122
12/6/2013,203065.4362
12/7/2013,207958.5792
12/8/2013,261783.1526
12/9/2013,114988.8614
12/10/2013,19572.57216
12/11/2013,0
12/12/2013,376772.0141
12/13/2013,34252.00128
12/14/2013,156580.5773
12/15/2013,88076.57472
12/16/2013,63610.85952
12/17/2013,39145.14432
12/18/2013,207958.5792
12/19/2013,320500.8691
12/20/2013,159027.1488
12/21/2013,354752.8704
12/22/2013,156580.5773
12/23/2013,31805.42976
12/24/2013,68504.00256
12/25/2013,3425.200128
12/26/2013,293588.5824
12/27/2013,78290.28864
12/28/2013,102756.0038
12/29/2013,66057.43104
12/30/2013,127221.719
12/31/2013,210405.1507
1/1/2014,320500.8691
1/2/2014,217744.8653
1/3/2014,212851.7222
1/4/2014,92969.71776
1/5/2014,29358.85824
1/6/2014,83183.43168
1/7/2014,58717.71648
1/8/2014,117435.433
1/9/2014,124775.1475
1/10/2014,0
1/11/2014,23487.08659
1/12/2014,21285.17222
1/13/2014,611.64288
1/14/2014,23242.42944
1/15/2014,10520.25754
1/16/2014,46484.85888
1/17/2014,433043.159
1/18/2014,232424.2944
1/19/2014,149240.8627
1/20/2014,281355.7248
1/21/2014,225084.5798
1/22/2014,303374.8685
1/23/2014,501547.1616
1/24/2014,139454.5766
1/25/2014,88076.57472
1/26/2014,73397.1456
1/27/2014,159027.1488
1/28/2014,0
1/29/2014,141901.1482
1/30/2014,0
1/31/2014,0
2/1/2014,0
2/2/2014,0
2/3/2014,0
2/4/2014,0
2/5/2014,0
2/6/2014,0
2/7/2014,0
2/8/2014,0
2/9/2014,0
2/10/2014,0
2/11/2014,0
2/12/2014,0
2/13/2014,0
2/14/2014,0
2/15/2014,0
2/16/2014,4403.828736
2/17/2014,0
2/18/2014,114988.8614
2/19/2014,141901.1482
2/20/2014,110095.7184
2/21/2014,100309.4323
2/22/2014,15168.74342
2/23/2014,0
2/24/2014,31805.42976
2/25/2014,15658.05773
2/26/2014,227531.1514
2/27/2014,66057.43104
2/28/2014,296035.1539
3/1/2014,210405.1507
3/2/2014,53824.57344
3/3/2014,193279.1501
3/4/2014,391451.4432
3/5/2014,508886.8762
3/6/2014,63610.85952
3/7/2014,26912.28672
3/8/2014,8318.343168
3/9/2014,0
3/10/2014,68504.00256
3/11/2014,132114.8621
3/12/2014,200618.8646
3/13/2014,501547.1616
3/14/2014,335180.2982
3/15/2014,513780.0192
3/16/2014,469741.7318
3/17/2014,41591.71584
3/18/2014,53824.57344
3/19/2014,0
3/20/2014,17615.31494
3/21/2014,0
3/22/2014,418363.7299
3/23/2014,269122.8672
3/24/2014,15902.71488
3/25/2014,0
3/26/2014,0
3/27/2014,0
3/28/2014,0
3/29/2014,0
3/30/2014,0
3/31/2014,0
4/1/2014,0
4/2/2014,13700.80051
4/3/2014,291142.0109
4/4/2014,653234.5958
4/5/2014,496654.0186
4/6/2014,376772.0141
4/7/2014,261783.1526
4/8/2014,10030.94323
4/9/2014,20061.88646
4/10/2014,26912.28672
4/11/2014,229977.7229
4/12/2014,305821.44
4/13/2014,168813.4349
4/14/2014,0
4/15/2014,7339.71456
4/16/2014,8073.686016
4/17/2014,97862.8608
4/18/2014,0
4/19/2014,0
4/20/2014,0
4/21/2014,0
4/22/2014,0
4/23/2014,0
4/24/2014,513780.0192
4/25/2014,413470.5869
4/26/2014,479528.0179
4/27/2014,442829.4451
4/28/2014,288695.4394
4/29/2014,464848.5888
4/30/2014,425703.4445
5/1/2014,119882.0045
5/2/2014,398791.1578
5/3/2014,149240.8627
5/4/2014,0
5/5/2014,0
5/6/2014,0
5/7/2014,0
5/8/2014,200618.8646
5/9/2014,278909.1533
5/10/2014,288695.4394
5/11/2014,244657.152
5/12/2014,366985.728
5/13/2014,425703.4445
5/14/2014,205512.0077
5/15/2014,61164.288
5/16/2014,22508.45798
5/17/2014,0
5/18/2014,0
5/19/2014,44038.28736
5/20/2014,95416.28928
5/21/2014,503993.7331
5/22/2014,621429.1661
5/23/2014,616536.023
5/24/2014,462402.0173
5/25/2014,342520.0128
5/26/2014,638555.1667
5/27/2014,481974.5894
5/28/2014,303374.8685
5/29/2014,755990.5997
5/30/2014,670360.5965
5/31/2014,254443.4381
6/1/2014,105202.5754
6/2/2014,0
6/3/2014,0
6/4/2014,0
6/5/2014,435489.7306
6/6/2014,489314.304
6/7/2014,562711.4496
6/8/2014,327840.5837
6/9/2014,283802.2963
6/10/2014,386558.3002
6/11/2014,411024.0154
6/12/2014,159027.1488
6/13/2014,0
6/14/2014,0
6/15/2014,0
6/16/2014,0
6/17/2014,0
6/18/2014,0
6/19/2014,0
6/20/2014,0
6/21/2014,0
6/22/2014,0
6/23/2014,0
6/24/2014,0
6/25/2014,83183.43168
6/26/2014,58717.71648
6/27/2014,105202.5754
6/28/2014,80736.86016
6/29/2014,0
6/30/2014,78290.28864
7/1/2014,124775.1475
7/2/2014,48931.4304
7/3/2014,149240.8627
7/4/2014,195725.7216
7/5/2014,117435.433
7/6/2014,0
7/7/2014,0
7/8/2014,0
7/9/2014,0
7/10/2014,0
7/11/2014,0
7/12/2014,0
7/13/2014,0
7/14/2014,0
7/15/2014,0
7/16/2014,0
7/17/2014,0
7/18/2014,0
7/19/2014,0
7/20/2014,0
7/21/2014,0
7/22/2014,0
7/23/2014,0
7/24/2014,0
7/25/2014,0
7/26/2014,44038.28736
7/27/2014,90523.14624
7/28/2014,151687.4342
7/29/2014,134561.4336
7/30/2014,139454.5766
7/31/2014,83183.43168
8/1/2014,132114.8621
8/2/2014,122328.576
8/3/2014,95416.28928
8/4/2014,0
8/5/2014,0
8/6/2014,0
8/7/2014,0
8/8/2014,0
8/9/2014,21529.82938
8/10/2014,0
8/11/2014,21529.82938
8/12/2014,173706.5779
8/13/2014,163920.2918
8/14/2014,107649.1469
8/15/2014,61164.288
8/16/2014,34252.00128
8/17/2014,0
8/18/2014,0
8/19/2014,92969.71776
8/20/2014,88076.57472
8/21/2014,146794.2912
8/22/2014,151687.4342
8/23/2014,181046.2925
8/24/2014,217744.8653
8/25/2014,198172.2931
8/26/2014,139454.5766
8/27/2014,274016.0102
