,date,ShearStress
187,2008-07-06,13.751285232855707
188,2008-07-07,14.05516652168412
189,2008-07-08,14.906489474746508
190,2008-07-09,14.906772057039097
191,2008-07-10,13.225712185501145
192,2008-07-11,10.716148196081797
193,2008-07-12,13.03879389312026
194,2008-07-13,15.42134760660067
195,2008-07-14,16.249327088910142
196,2008-07-15,15.11300097810739
197,2008-07-16,17.097155841333596
198,2008-07-17,13.088850085870993
199,2008-07-18,8.508850624626136
200,2008-07-19,8.7745139868378
201,2008-07-20,11.81459881373537
202,2008-07-21,12.385111953041523
203,2008-07-22,14.115998612554746
204,2008-07-23,12.21053581862414
205,2008-07-24,10.041816301612911
206,2008-07-25,10.302930973770476
207,2008-07-26,10.204056678917732
208,2008-07-27,10.412581015375812
209,2008-07-28,13.32613830977497
210,2008-07-29,13.447725605781278
211,2008-07-30,12.749333107020416
212,2008-07-31,9.17835162900018
213,2008-08-01,10.07730055767233
214,2008-08-02,8.218308125575957
215,2008-08-03,12.500147441249778
216,2008-08-04,12.917721204010775
217,2008-08-05,10.46327852722402
218,2008-08-06,10.957105328230588
219,2008-08-07,10.337398061599789
220,2008-08-08,13.24161845231816
221,2008-08-09,15.6435598530498
222,2008-08-10,14.28089473414656
223,2008-08-11,13.149301224786146
224,2008-08-12,12.882779043146261
225,2008-08-13,15.671894975003573
226,2008-08-14,14.462644538750581
227,2008-08-15,11.104023658864426
228,2008-08-16,8.255522100849934
229,2008-08-17,11.735997459244052
230,2008-08-18,16.846474423156096
231,2008-08-19,20.79243347838972
232,2008-08-20,18.42497658604622
233,2008-08-21,18.39255024113679
234,2008-08-22,17.22934727737249
235,2008-08-23,13.87537166386637
236,2008-08-24,8.630733997434742
237,2008-08-25,10.018504919156362
238,2008-08-26,8.648140830016885
239,2008-08-27,7.505246373298848
240,2008-08-28,8.955104005520415
241,2008-08-29,14.757637528078696
242,2008-08-30,16.726246313733547
243,2008-08-31,17.299750893998183
244,2008-09-01,15.899390439073517
245,2008-09-02,16.162036053622685
246,2008-09-03,14.751211570531698
247,2008-09-04,16.778643723826473
248,2008-09-05,17.63973261532024
249,2008-09-06,9.318706692079576
250,2008-09-07,11.315764649574202
251,2008-09-08,16.917136209953018
252,2008-09-09,17.89138073286157
253,2008-09-10,17.350645991220127
254,2008-09-11,16.230420178320138
255,2008-09-12,14.961388776500804
256,2008-09-13,14.192720168382728
257,2008-09-14,12.383805259431615
258,2008-09-15,11.00190378916599
259,2008-09-16,10.286564602374854
260,2008-09-17,10.601655900420157
261,2008-09-18,14.247822810416498
262,2008-09-19,16.298576114759875
263,2008-09-20,12.8110412258102
264,2008-09-21,10.95577395046555
265,2008-09-22,11.871190759798163
266,2008-09-23,15.969027055977868
267,2008-09-24,17.472757017791032
268,2008-09-25,14.332526079362943
269,2008-09-26,7.772323782103912
270,2008-09-27,8.16421800116313
271,2008-09-28,10.431995656013504
272,2008-09-29,10.72146618196861
273,2008-09-30,8.753801999688141
274,2008-10-01,9.500716898608085
275,2008-10-02,8.345212827403103
276,2008-10-03,10.35375621273786
277,2008-10-04,16.207933749116698
278,2008-10-05,14.12568151027916
279,2008-10-06,13.532513905438893
280,2008-10-07,15.457131766156259
281,2008-10-08,10.454028934993138
282,2008-10-09,9.481603461563253
283,2008-10-10,8.183355396865705
284,2008-10-11,9.963703118882318
285,2008-10-12,15.254734005021842
286,2008-10-13,17.013054236196687
287,2008-10-14,17.07854527936022
288,2008-10-15,16.614481428332454
289,2008-10-16,15.176376714287947
290,2008-10-17,10.09482058514357
291,2008-10-18,9.19153306208359
292,2008-10-19,16.920242875507416
293,2008-10-20,15.509488526066859
294,2008-10-21,14.424603298724916
295,2008-10-22,15.773759947410007
296,2008-10-23,16.995642420163982
297,2008-10-24,15.372439481944795
298,2008-10-25,8.2066108240665
299,2008-10-26,15.837150905350674
300,2008-10-27,15.318466341390938
301,2008-10-28,17.825303566449275
302,2008-10-29,15.414779896692579
303,2008-10-30,15.124678034766676
304,2008-10-31,15.445484635261606
305,2008-11-01,14.914116923752106
306,2008-11-02,15.40407088183187
307,2008-11-03,14.11738179120599
308,2008-11-04,15.771767550934543
309,2008-11-05,14.0303046377387
310,2008-11-06,9.51130166827978
311,2008-11-07,5.091324411978056
312,2008-11-08,4.749571007406775
313,2008-11-09,15.42124424358174
314,2008-11-10,15.984260550124747
315,2008-11-11,15.600220278815005
316,2008-11-12,12.202250233290643
317,2008-11-13,11.262146149480852
318,2008-11-14,10.742916718408226
319,2008-11-15,12.645077557331279
320,2008-11-16,17.376073492721257
321,2008-11-17,16.422630245967603
322,2008-11-18,16.688766690299506
323,2008-11-19,17.440131684215046
324,2008-11-20,11.248821131610523
325,2008-11-21,14.46195552491533
326,2008-11-22,16.782935006649073
327,2008-11-23,15.458329998919622
328,2008-11-24,12.623411690786568
329,2008-11-25,5.048424286912479
330,2008-11-26,13.376640273043769
331,2008-11-27,6.829714923637505
332,2008-11-28,3.8594584277088284
333,2008-11-29,9.67274764906949
334,2008-11-30,16.14690438796338
335,2008-12-01,10.981929694495904
336,2008-12-02,16.49559705489478
337,2008-12-03,14.475934696910091
338,2008-12-04,7.5013326621280765
339,2008-12-05,5.127452379841138
340,2008-12-06,8.796213494670674
341,2008-12-07,15.358179170643457
342,2008-12-08,14.268455434303615
343,2008-12-09,11.949120345633233
344,2008-12-10,12.120218371420668
345,2008-12-11,15.656293029872446
346,2008-12-12,16.643714843204545
347,2008-12-13,16.541059083200786
348,2008-12-14,13.888693191347025
349,2008-12-15,8.137859828336639
350,2008-12-16,9.275205439486994
351,2008-12-17,6.64726173187908
352,2008-12-18,7.152896049376815
353,2008-12-19,5.387050578624044
354,2008-12-20,4.469908170118977
355,2008-12-21,7.781991689897008
356,2008-12-22,17.513146391524252
357,2008-12-23,15.672154276306479
358,2008-12-24,12.86304343505051
359,2008-12-25,9.546525337403693
360,2008-12-26,12.051472965423073
361,2008-12-27,14.230256339066255
362,2008-12-28,9.509929833179934
363,2008-12-29,5.680275008491719
364,2008-12-30,12.761300956237672
365,2008-12-31,11.991473268070562
366,2009-01-01,16.585417018084886
367,2009-01-02,13.601635988558163
368,2009-01-03,8.075245441468565
369,2009-01-04,9.538829097531451
370,2009-01-05,8.166361128378362
371,2009-01-06,12.171523829601727
372,2009-01-07,16.164124963626016
373,2009-01-08,12.762741777061457
374,2009-01-09,14.189035499441523
375,2009-01-10,11.296897160834618
376,2009-01-11,7.220791958078946
377,2009-01-12,8.167248705100501
378,2009-01-13,14.709291489943372
379,2009-01-14,15.492149865236458
380,2009-01-15,16.810687967278795
381,2009-01-16,18.090865824333665
382,2009-01-17,16.818903456561628
383,2009-01-18,12.202868148286605
384,2009-01-19,16.00743741947282
385,2009-01-20,18.029811447005518
386,2009-01-21,16.508681737021437
387,2009-01-22,9.83259700046369
388,2009-01-23,9.21960790984519
389,2009-01-24,6.770932449274789
390,2009-01-25,5.453473477612668
391,2009-01-26,9.047175201965622
392,2009-01-27,11.160418860904073
393,2009-01-28,9.533547421225926
394,2009-01-29,11.34893482080681
395,2009-01-30,15.754578666287102
396,2009-01-31,17.78285262983942
397,2009-02-01,14.236749018411448
398,2009-02-02,13.955373219978808
399,2009-02-03,17.169261804796527
400,2009-02-04,17.363637297971145
401,2009-02-05,17.556728400993705
402,2009-02-06,16.028789176630532
403,2009-02-07,12.694920115226571
404,2009-02-08,10.27243626139224
405,2009-02-09,10.109915243494974
406,2009-02-10,12.399391435594353
407,2009-02-11,11.805508832355988
408,2009-02-12,7.467104748933667
409,2009-02-13,9.775971623881722
410,2009-02-14,11.129105822706126
411,2009-02-15,11.437538042450528
412,2009-02-16,15.960036589606222
413,2009-02-17,16.437439171093487
414,2009-02-18,14.464403647183062
415,2009-02-19,16.96512416725632
416,2009-02-20,16.904490969577704
417,2009-02-21,15.374797005332493
418,2009-02-22,7.099386892979864
419,2009-02-23,16.56078426711825
420,2009-02-24,16.225998223168876
421,2009-02-25,14.416794781747148
422,2009-02-26,13.640323301634435
423,2009-02-27,11.900689850096377
424,2009-02-28,6.7256698863866955
425,2009-03-01,17.881451415985236
426,2009-03-02,17.775486288371383
427,2009-03-03,16.595869848891628
428,2009-03-04,16.0819724736261
429,2009-03-05,12.288254362629587
430,2009-03-06,12.219815239878384
431,2009-03-07,11.326594299515953
432,2009-03-08,8.317221422957427
433,2009-03-09,10.217458365089296
434,2009-03-10,11.223924732501525
435,2009-03-11,10.5654702236416
436,2009-03-12,11.200172384197451
437,2009-03-13,10.016364681009232
438,2009-03-14,11.078739392884426
439,2009-03-15,13.368637457158542
440,2009-03-16,11.800512537610143
441,2009-03-17,15.123394269206491
442,2009-03-18,16.25345855824005
443,2009-03-19,12.077471258468137
444,2009-03-20,16.28687353863411
445,2009-03-21,17.316535450486185
446,2009-03-22,16.078601162693605
447,2009-03-23,15.930567666711767
448,2009-03-24,15.886396036812691
449,2009-03-25,16.755640787212805
450,2009-03-26,16.636646286908583
451,2009-03-27,16.914176526252685
452,2009-03-28,17.029259269070963
453,2009-03-29,16.939065808554336
454,2009-03-30,14.801844587705071
455,2009-03-31,12.74871794122834
456,2009-04-01,14.855344545409581
457,2009-04-02,16.76100575731978
458,2009-04-03,17.589937283586497
459,2009-04-04,13.72012229363719
460,2009-04-05,12.12460329452836
461,2009-04-06,18.008840363399415
462,2009-04-07,18.564443693518257
463,2009-04-08,14.878597379136142
464,2009-04-09,13.115693424444386
465,2009-04-10,14.006198135324299
466,2009-04-11,13.145353344850893
467,2009-04-12,14.60895399723261
468,2009-04-13,16.255950564607677
469,2009-04-14,17.736114043353794
470,2009-04-15,11.992142548069504
471,2009-04-16,15.510666902971085
472,2009-04-17,16.873873007522963
473,2009-04-18,16.509637095560453
474,2009-04-19,14.548172350404055
475,2009-04-20,13.961283944355337
476,2009-04-21,15.270017538915761
477,2009-04-22,13.944662088538294
478,2009-04-23,12.934448785560036
479,2009-04-24,13.332799525825635
480,2009-04-25,17.124911694492162
481,2009-04-26,17.308105208408435
482,2009-04-27,17.05520669436587
483,2009-04-28,16.580985637570954
484,2009-04-29,16.43070021938901
485,2009-04-30,16.13780025773124
486,2009-05-01,14.319845683947875
487,2009-05-02,12.570863652730965
488,2009-05-03,15.100528902785882
489,2009-05-04,14.953247526028708
490,2009-05-05,12.842613169263517
491,2009-05-06,13.58758238832236
492,2009-05-07,13.278687728304535
493,2009-05-08,14.633628632578848
494,2009-05-09,15.031961598950572
495,2009-05-10,14.47882055154748
496,2009-05-11,15.218417835899707
497,2009-05-12,15.086088733613863
498,2009-05-13,15.350314630542503
499,2009-05-14,15.659844590330536
500,2009-05-15,16.506045387560548
501,2009-05-16,16.266435347237017
502,2009-05-17,16.22161410192761
503,2009-05-18,16.462961644087432
504,2009-05-19,15.097345276319023
505,2009-05-20,14.964520954893858
506,2009-05-21,17.878492269281633
507,2009-05-22,15.595629519952919
508,2009-05-23,15.896464739068133
509,2009-05-24,12.361180650775413
510,2009-05-25,11.08016723881249
511,2009-05-26,10.523151768226853
512,2009-05-27,13.503399609710506
513,2009-05-28,14.402931757284982
514,2009-05-29,14.621009630321229
515,2009-05-30,16.068840112763507
516,2009-05-31,10.918883899642072
517,2009-06-01,12.285679404936083
518,2009-06-02,11.565226626806265
519,2009-06-03,13.357736332386704
520,2009-06-04,13.159636187254618
521,2009-06-05,14.858706574734647
522,2009-06-06,16.254105177507896
523,2009-06-07,15.019988954332446
524,2009-06-08,12.62979582224505
525,2009-06-09,9.253136529385044
526,2009-06-10,10.62251620297419
527,2009-06-11,10.502091906985457
528,2009-06-12,11.44036649578272
529,2009-06-13,11.480539855340465
530,2009-06-14,10.691355681290828
531,2009-06-15,11.720290592019705
532,2009-06-16,12.198534267534757
533,2009-06-17,12.58542483467811
534,2009-06-18,11.5733430584136
535,2009-06-19,10.758632850353614
536,2009-06-20,11.602065075822747
537,2009-06-21,15.147660578878526
538,2009-06-22,17.062672434991903
539,2009-06-23,16.28796045684656
540,2009-06-24,12.769408604669938
541,2009-06-25,15.250571810379714
542,2009-06-26,16.84831231821219
543,2009-06-27,15.589155800129078
544,2009-06-28,14.882080530488153
545,2009-06-29,16.596058097937167
546,2009-06-30,16.73242688772011
547,2009-07-01,16.581096132918592
548,2009-07-02,14.13735874580357
549,2009-07-03,12.797086389053474
550,2009-07-04,9.528451915344448
551,2009-07-05,11.241055194294159
552,2009-07-06,15.109975437267822
553,2009-07-07,16.297816321455933
554,2009-07-08,16.012649464653023
555,2009-07-09,11.88315528215815
556,2009-07-10,11.644707139643568
557,2009-07-11,12.687452732157439
558,2009-07-12,8.39054251957723
559,2009-07-13,11.02579560959551
560,2009-07-14,8.739243464438678
561,2009-07-15,10.022947657177262
562,2009-07-16,7.923931024030351
563,2009-07-17,13.1819843399992
564,2009-07-18,11.360527300673628
565,2009-07-19,11.6704580264894
566,2009-07-20,10.699335433944627
567,2009-07-21,11.695372994733894
568,2009-07-22,11.5204965787275
569,2009-07-23,9.582723617591682
570,2009-07-24,8.994151617541426
571,2009-07-25,13.249423980836843
572,2009-07-26,9.794402127619652
573,2009-07-27,6.803315402769688
574,2009-07-28,11.810367533090274
575,2009-07-29,11.706774054784333
576,2009-07-30,10.354948521351862
577,2009-07-31,10.646778702203608
578,2009-08-01,11.985059944695273
579,2009-08-02,11.257492657448978
580,2009-08-03,11.400836926409262
581,2009-08-04,9.972558757657191
582,2009-08-05,10.57400806083989
583,2009-08-06,10.538733829054415
584,2009-08-07,10.609177169364212
585,2009-08-08,12.584142985749704
586,2009-08-09,12.342270436778124
587,2009-08-10,12.087203425254815
588,2009-08-11,10.289190700546227
589,2009-08-12,12.08460369923522
590,2009-08-13,13.31671311472042
591,2009-08-14,13.23531131865613
592,2009-08-15,16.012013572596818
593,2009-08-16,15.261488591833468
594,2009-08-17,15.572699652123232
595,2009-08-18,15.324221197739092
596,2009-08-19,15.081985186843909
597,2009-08-20,11.122460083069505
598,2009-08-21,9.319699238431108
599,2009-08-22,13.187794615401964
600,2009-08-23,12.029910126453505
601,2009-08-24,7.783858592455771
602,2009-08-25,13.944457701321456
603,2009-08-26,13.497894176929321
604,2009-08-27,13.627254004006303
605,2009-08-28,10.784835116310617
606,2009-08-29,12.718593725114555
607,2009-08-30,8.047022715501779
608,2009-08-31,11.135248760329794
609,2009-09-01,9.291880753999886
610,2009-09-02,8.816225243370626
611,2009-09-03,9.387308945736022
612,2009-09-04,10.676376293216723
613,2009-09-05,6.836272234777904
614,2009-09-06,8.198340292572235
615,2009-09-07,9.35329615006932
616,2009-09-08,12.174992514969906
617,2009-09-09,14.129664943440334
618,2009-09-10,13.841140322003211
619,2009-09-11,8.19816766603994
620,2009-09-12,10.76972045956696
621,2009-09-13,14.360233955049406
622,2009-09-14,13.875266331632615
623,2009-09-15,10.048199780256265
624,2009-09-16,10.135435881765876
625,2009-09-17,11.65964900834763
626,2009-09-18,10.65525421583747
627,2009-09-19,12.591033303638678
628,2009-09-20,9.79589916183231
629,2009-09-21,11.08846629792928
630,2009-09-22,10.709100373020906
631,2009-09-23,14.261627287190247
632,2009-09-24,12.467499138575677
633,2009-09-25,10.655309804101003
634,2009-09-26,10.345700133074471
635,2009-09-27,15.081170012626838
636,2009-09-28,11.916213159501346
637,2009-09-29,11.896019927096727
638,2009-09-30,13.785394702666537
639,2009-10-01,9.215674038604607
640,2009-10-02,9.432102233374907
641,2009-10-03,6.914256552925709
642,2009-10-04,10.449784379643601
643,2009-10-05,9.22334013069271
644,2009-10-06,7.319363317850305
645,2009-10-07,9.539914770585852
646,2009-10-08,10.337248190759556
647,2009-10-09,12.356607950023164
648,2009-10-10,9.417628231790044
649,2009-10-11,12.575975342382204
650,2009-10-12,12.919642912353664
651,2009-10-13,10.453941786960035
652,2009-10-14,6.6529548952602555
653,2009-10-15,11.670613668594028
654,2009-10-16,15.514895045323932
655,2009-10-17,16.525357310674192
656,2009-10-18,17.96165074807996
657,2009-10-19,18.072469861438268
658,2009-10-20,15.902996795402087
659,2009-10-21,14.566474564012319
660,2009-10-22,13.733925934208425
661,2009-10-23,8.107434927077552
662,2009-10-24,10.137559085078575
663,2009-10-25,12.519136962307876
664,2009-10-26,9.818280392545276
665,2009-10-27,13.488340269121633
666,2009-10-28,11.540828552813656
667,2009-10-29,9.894312413637955
668,2009-10-30,12.853446851689121
669,2009-10-31,11.445580490005716
670,2009-11-01,6.22197154142535
671,2009-11-02,8.132575695225091
672,2009-11-03,15.290217669882631
673,2009-11-04,16.08026952763291
674,2009-11-05,17.582340779768103
675,2009-11-06,17.346349291974608
676,2009-11-07,17.14435516976156
677,2009-11-08,17.298167518692214
678,2009-11-09,17.412637141396193
679,2009-11-10,14.329466603919283
680,2009-11-11,15.689057901082414
681,2009-11-12,16.940016706460543
682,2009-11-13,16.842719501708547
683,2009-11-14,12.970613683136001
684,2009-11-15,12.22024864838383
685,2009-11-16,12.5361144022954
686,2009-11-17,11.628517700731397
687,2009-11-18,7.4294402612551425
688,2009-11-19,11.182530511063637
689,2009-11-20,11.763011487566924
690,2009-11-21,10.033722100822741
691,2009-11-22,8.925329618005705
692,2009-11-23,7.003882854163908
693,2009-11-24,11.37811762302007
694,2009-11-25,10.457244589527484
695,2009-11-26,15.581458917571972
696,2009-11-27,17.586714722610623
697,2009-11-28,13.977136977062987
698,2009-11-29,10.020142297980703
699,2009-11-30,3.0864200616156623
700,2009-12-01,6.455801355410999
701,2009-12-02,15.162102942762267
702,2009-12-03,13.625177475212695
703,2009-12-04,16.685983673481466
704,2009-12-05,16.243992014307636
705,2009-12-06,15.632022726759631
706,2009-12-07,6.248040932363313
707,2009-12-08,6.462505356133396
708,2009-12-09,12.405402301802415
709,2009-12-10,15.24873477776537
710,2009-12-11,17.037513312562563
711,2009-12-12,15.246697114810708
712,2009-12-13,7.719779278736033
713,2009-12-14,8.77708474474501
714,2009-12-15,8.696088277228519
715,2009-12-16,15.153493987134732
716,2009-12-17,16.560822959695397
717,2009-12-18,17.351706266929167
718,2009-12-19,18.430284654919124
719,2009-12-20,17.129287474100227
720,2009-12-21,16.042870029410516
721,2009-12-22,16.293616159397764
722,2009-12-23,12.981596833463485
723,2009-12-24,13.388939724578615
724,2009-12-25,13.22000840262406
725,2009-12-26,13.952903698422842
726,2009-12-27,13.41234669059563
727,2009-12-28,15.837570001337252
728,2009-12-29,16.562492485810232
729,2009-12-30,13.495892257813066
730,2009-12-31,3.8767198589057394
731,2010-01-01,14.240966414698345
732,2010-01-02,17.246190043737055
733,2010-01-03,16.742540298583066
734,2010-01-04,16.54395992983525
735,2010-01-05,16.861593094051326
736,2010-01-06,16.614127566436462
737,2010-01-07,11.586084966275292
738,2010-01-08,9.319655742749626
739,2010-01-09,17.728482589742207
740,2010-01-10,18.250007951091657
741,2010-01-11,16.264379873854608
742,2010-01-12,14.758022835036408
743,2010-01-13,12.033941202227748
744,2010-01-14,10.630420420755334
745,2010-01-15,13.078970050606955
746,2010-01-16,14.906227351391756
747,2010-01-17,16.192184176344835
748,2010-01-18,11.63756643019271
749,2010-01-19,11.33191547399914
750,2010-01-20,7.753665339379561
751,2010-01-21,13.640960884071339
752,2010-01-22,14.846375646403507
753,2010-01-23,11.505050099454781
754,2010-01-24,15.461962256008128
755,2010-01-25,16.897476836408376
756,2010-01-26,15.659128152013405
757,2010-01-27,15.735413544889749
758,2010-01-28,14.179632006335222
759,2010-01-29,9.211037673243279
760,2010-01-30,15.007531767554429
761,2010-01-31,16.900640994064148
762,2010-02-01,13.545616253937752
763,2010-02-02,10.719592630902204
764,2010-02-03,16.365811581661255
765,2010-02-04,13.522229545115632
766,2010-02-05,15.525390560734449
767,2010-02-06,17.672639405706317
768,2010-02-07,16.0464157524863
769,2010-02-08,11.80895980250709
770,2010-02-09,14.851132549446994
771,2010-02-10,18.046471053715905
772,2010-02-11,14.943093641976857
773,2010-02-12,16.835370631945786
774,2010-02-13,18.374622006284213
775,2010-02-14,14.889447206827517
776,2010-02-15,10.896135696441547
777,2010-02-16,17.075601722584995
778,2010-02-17,16.84891977965706
779,2010-02-18,15.608729574883846
780,2010-02-19,12.43319836047029
781,2010-02-20,8.773844582914005
782,2010-02-21,9.241189484137937
783,2010-02-22,13.081316328875761
784,2010-02-23,8.605440332081605
785,2010-02-24,14.129640192911744
786,2010-02-25,18.03291518755693
787,2010-02-26,14.31458848447398
788,2010-02-27,13.932317964652603
789,2010-02-28,16.46561295929854
790,2010-03-01,11.521072895070771
791,2010-03-02,17.508114357371664
792,2010-03-03,18.35544844220007
793,2010-03-04,17.50481327032896
794,2010-03-05,14.601166094827907
795,2010-03-06,15.536170560125624
796,2010-03-07,13.390408130466882
797,2010-03-08,9.406216093372418
798,2010-03-09,6.876128959343546
799,2010-03-10,11.401972137046668
800,2010-03-11,16.258506766169926
801,2010-03-12,14.95589206147244
802,2010-03-13,17.5727475682887
803,2010-03-14,16.94226768926513
804,2010-03-15,17.421965225915564
805,2010-03-16,14.33557256107569
806,2010-03-17,14.683728567199239
807,2010-03-18,17.10140223508512
808,2010-03-19,13.887499954069026
809,2010-03-20,11.158291074050828
810,2010-03-21,15.330510086785713
811,2010-03-22,16.084387740011053
812,2010-03-23,15.280371900182521
813,2010-03-24,14.279470570763467
814,2010-03-25,12.099395055331822
815,2010-03-26,15.152372801841496
816,2010-03-27,15.301730779430542
817,2010-03-28,16.402066185537812
818,2010-03-29,17.709577859258623
819,2010-03-30,16.49800160797714
820,2010-03-31,13.050996766883022
