date,C43RO_cmd,C43RO
7/16/2019 0:00,4252456.988,1738.126172
8/16/2019 0:00,10691517.54,4369.992808
9/15/2019 12:00,1464990.716,598.7923479
10/16/2019 0:00,984547.7326,402.4186926
11/15/2019 12:00,254361.8857,103.9664956
12/16/2019 0:00,879668.7361,359.5510212
1/16/2020 0:00,301559.6703,123.2578617
2/15/2020 0:00,977110.0464,399.3786531
3/16/2020 0:00,20677.47543,8.451598995
4/15/2020 12:00,122247.0236,49.96658444
5/16/2020 0:00,1404276.807,573.9764748
6/15/2020 12:00,3512705.836,1435.764304
7/16/2020 0:00,2032706.325,830.8373424
8/16/2020 0:00,3838276.107,1568.836128
9/15/2020 12:00,7914658.867,3234.994676
10/16/2020 0:00,4806329.212,1964.512896
11/15/2020 12:00,5000547.53,2043.896636
12/16/2020 0:00,2004215.605,819.1922003
1/16/2021 0:00,570524.6941,233.1931646
2/14/2021 12:00,1175228.105,480.3563524
3/16/2021 0:00,231161.5478,94.48371548
4/15/2021 12:00,589134.422,240.7996037
5/16/2021 0:00,248050.7835,101.3869299
6/15/2021 12:00,661471.3866,270.3662217
7/16/2021 0:00,5360990.652,2191.2222
8/16/2021 0:00,5291855.276,2162.964182
9/15/2021 12:00,9846634.844,4024.660043
10/16/2021 0:00,3469633.024,1418.158957
11/15/2021 12:00,3140582.308,1283.664554
12/16/2021 0:00,716214.0821,292.7414537
1/16/2022 0:00,818654.3993,334.6123526
2/14/2022 12:00,408140.5561,166.821154
3/16/2022 0:00,170865.3981,69.83859475
4/15/2022 12:00,568990.9832,232.5662839
5/16/2022 0:00,496890.7835,203.09644
6/15/2022 12:00,5613984.562,2294.629557
7/16/2022 0:00,2506946.591,1024.675733
8/16/2022 0:00,2253055.605,920.9017103
9/15/2022 12:00,13134826.97,5368.657832
10/16/2022 0:00,6162913.659,2518.995855
11/15/2022 12:00,3105351.678,1269.264578
12/16/2022 0:00,1235439.696,504.9669109
1/16/2023 0:00,1051788.989,429.9025183
2/14/2023 12:00,445800.282,182.2139859
3/16/2023 0:00,242368.4238,99.0643531
4/15/2023 12:00,1574287.221,643.4656077
5/16/2023 0:00,1406305.094,574.8055057
6/15/2023 12:00,6317455.427,2582.162417
7/16/2023 0:00,6093304.753,2490.544288
8/15/2023 12:00,4426179.351,1809.132507
9/15/2023 0:00,4615457.172,1886.496895
10/15/2023 12:00,5069375.111,2072.028848
11/15/2023 0:00,1385248.795,566.1990682
12/15/2023 12:00,2919233.353,1193.191585
