date,S65_Q,S71_Q,S72_Q,S84_Q,S127_C_Q,S127_P_Q,S129_C_Q,S129_P_Q,S133_P_Q,S135_C_Q,S135_P_Q,S154_Q,S191_Q,S308_Q,S351_Q,S352_Q,S354_Q,FISHP_Q,L8_Q,S2_P_Q,S3_P_Q,S4_P_Q,S77_Q,INDUST_Q,S127_In,S129_In,S135_In,S308_In,S77_In,S351_In,S352_In,S354_In,L8_In,S308_Out,S77_Out,INDUST_Out,S351_Out,S352_Out,S354_Out,L8_Out,Inflows,Netflows,Outflows
2008-02-12,378803.291824339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10030.959739584,0.0,0.0,0.0,9052.329521088,-105202.74848832,0.0,0.0,0.0,-244657.152,-276462.58176,0.0,0.0,0.0,10030.959739584,244657.152,0.0,0.0,0.0,105202.74848832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747746.481573331,747746.481573331,0.0
2008-02-13,870026.729998406,366839.537403226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-308268.51882624,0.0,0.0,0.0,11988.220176576,-1113191.8735392,855078.15341088,0.0,0.0,-763330.31424,-618982.59456,0.0,0.0,0.0,308268.51882624,763330.31424,0.0,0.0,0.0,1113191.8735392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4288723.347594528,4288723.347594528,0.0
2008-02-14,1036075.81232172,140335.573332326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1047134.33379072,0.0,0.0,0.0,13456.16550432,-1289345.31286848,2654828.05673595,0.0,0.0,-733971.456,-486867.73248,0.0,0.0,0.0,1047134.33379072,733971.456,0.0,0.0,0.0,1289345.31286848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6915146.710553516,6915146.710553516,0.0
2008-02-15,531004.75655593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-572498.67782016,0.0,0.0,0.0,13700.823058944,-880767.1966464,857769.386511744,0.0,0.0,-782902.8864,-291142.01088,0.0,0.0,0.0,572498.67782016,782902.8864,0.0,0.0,0.0,880767.1966464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3638643.726993178,3638643.726993178,0.0
2008-02-16,149363.437097952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166367.13714432,0.0,0.0,0.0,14924.110832064,-714400.05950208,0.0,0.0,0.0,-724185.16992,-21529.829376,0.0,0.0,0.0,166367.13714432,724185.16992,0.0,0.0,0.0,714400.05950208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769239.9144964158,1769239.9144964158,0.0
2008-02-17,204631.578687514,0.0,0.0,366.986331936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102756.17294208,0.0,0.0,0.0,17126.02882368,-1453265.87446656,0.0,0.0,0.0,-685040.0255999999,-63610.85952,0.0,0.0,0.0,102756.17294208,685040.0255999999,0.0,0.0,0.0,1453265.87446656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2463186.6668517697,2463186.6668517697,0.0
2008-02-18,440138.940768576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-264230.15899392,0.0,0.0,0.0,18838.631706048,-1636759.04043456,0.0,0.0,0.0,-743757.74208,-56271.14496,0.0,0.0,0.0,264230.15899392,743757.74208,0.0,0.0,0.0,1636759.04043456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3103724.513983104,3103724.513983104,0.0
2008-02-19,450487.955329171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22753.152580032,0.0,0.0,0.0,19817.261924544,-1600060.40724096,0.0,0.0,0.0,-430596.58752,-13211.486208,0.0,0.0,0.0,0.0,430596.58752,0.0,0.0,0.0,1600060.40724096,22753.152580032,0.0,0.0,0.0,0.0,0.0,0.0,2500962.2120146747,2500962.2120146747,22753.152580032
2008-02-20,261220.871072045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428150.720592,0.0,0.0,0.0,20061.919479168,-1575594.65177856,0.0,0.0,0.0,-283802.29632,-36698.5728,0.0,0.0,0.0,0.0,283802.29632,0.0,0.0,0.0,1575594.65177856,428150.720592,0.0,0.0,0.0,0.0,0.0,0.0,2140679.738649773,2140679.738649773,428150.720592
2008-02-21,199493.77004041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217745.22361536,0.0,0.0,0.0,20551.234588416,-1531556.29194624,0.0,0.0,0.0,-176153.14944,-36698.5728,0.0,0.0,0.0,0.0,176153.14944,0.0,0.0,0.0,1531556.29194624,217745.22361536,0.0,0.0,0.0,0.0,0.0,0.0,1927754.446015066,1927754.446015066,217745.22361536
2008-02-22,515004.15248352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156580.83495936,0.0,0.0,0.0,20795.89214304,-1587827.52950976,0.0,0.0,0.0,-489314.304,-242210.58048,0.0,0.0,0.0,156580.83495936,489314.304,0.0,0.0,0.0,1587827.52950976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769522.71309568,2769522.71309568,0.0
2008-02-23,399378.992168218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-369432.90748224,0.0,0.0,0.0,26912.33100864,-1617186.43606464,0.0,0.0,0.0,-528459.44832,-178599.72096,0.0,0.0,0.0,369432.90748224,528459.44832,0.0,0.0,0.0,1617186.43606464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2941370.115043738,2941370.115043738,0.0
2008-02-24,389568.224227795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-256890.4323552,0.0,0.0,0.0,26912.33100864,-1590274.105056,0.0,0.0,0.0,-391451.4432,-36698.5728,0.0,0.0,0.0,256890.4323552,391451.4432,0.0,0.0,0.0,1590274.105056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2655096.535847635,2655096.535847635,0.0
2008-02-25,385482.443065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-154134.25941312,0.0,0.0,0.0,26912.33100864,-1568254.92513984,0.0,0.0,0.0,-371878.87104,-205512.00768,0.0,0.0,0.0,154134.25941312,371878.87104,0.0,0.0,0.0,1568254.92513984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2506662.8296671743,2506662.8296671743,0.0
2008-02-26,194967.605279866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303375.36773376,0.0,0.0,0.0,24465.7554624,-1578041.2273248,0.0,0.0,0.0,-479528.01792,-161473.72032,0.0,0.0,0.0,303375.36773376,479528.01792,0.0,0.0,0.0,1578041.2273248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2580377.973720826,2580377.973720826,0.0
