date,NetRF,NetInf,S65E,Palmer
2014-12-26,-0.06749999999999998,2026.3386600593044,1773.7171428571435,-2.23
2015-01-02,-0.3875,1913.9471804723075,1710.2828571428568,-2.55
2015-01-09,-0.565,1268.4258381806644,1215.3100000000006,-3.0
2015-01-16,-0.07000000000000003,1518.7386175071483,1089.84,-3.08
2015-01-23,-0.54,1980.6029175622157,1789.087142857143,-3.2
2015-01-30,-0.4775,2962.9901015609457,2883.0214285714287,-2.8
2015-02-06,0.9075000000000001,3386.217179223954,3059.3571428571427,-2.32
2015-02-13,0.3424999999999999,4299.944299678915,3742.4242857142854,-2.35
2015-02-20,-0.6725000000000001,5620.8486492449465,5432.897142857146,-2.84
2015-02-27,-0.40750000000000003,4001.5214831134176,3854.194285714286,-3.13
2015-03-06,-0.205,5802.431500745525,5238.214285714284,-3.13
2015-03-13,-0.805,5319.958666877043,5114.897142857132,-1.95
2015-03-20,-0.73,2119.5643995001606,2136.2471428571434,-2.52
2015-03-27,-0.08749999999999997,1246.2843810452196,1273.9557142857143,-2.7
2015-04-03,-0.725,1104.4043448876425,1029.6985714285718,-2.68
2015-04-10,-0.3025,1067.7486948533308,1081.5485714285708,-0.48
2015-04-17,0.53,2038.2985909414383,1235.712857142857,-0.16
2015-04-24,0.2574999999999999,3328.2299999999996,2139.625714285714,-0.11
2015-05-01,-0.3575,4842.794297633592,3752.991428571429,1.17
2015-05-08,-1.2175,3049.891507328181,2510.158571428572,0.78
2015-05-15,-1.0775,897.3415698633914,800.5657142857136,0.86
2015-05-22,-0.8925,346.89013659006775,320.8657142857141,0.52
2015-05-29,-1.1125,434.65013776554196,325.3428571428572,0.57
2015-06-05,-0.14499999999999996,233.33298879593488,287.8414285714288,0.38
2015-06-12,0.98,608.7200973292403,384.7400000000004,0.25
2015-06-19,-1.1575,882.4086219739493,476.76285714285706,-0.27
2015-06-26,-1.085,410.0745433781662,330.20571428571446,-0.64
2015-07-03,-0.9025,590.7858960374898,358.1028571428575,-0.57
2015-07-10,-0.52,1572.2444154866046,687.715714285714,-0.92
2015-07-17,-0.32749999999999996,1360.824474213281,795.7085714285713,-1.19
2015-07-24,-0.29000000000000004,1321.517166836811,535.5157142857145,-1.59
2015-07-31,0.30999999999999994,1434.921428571428,659.9771428571421,-1.93
2015-08-07,-0.45,1875.8143277962506,848.4557142857138,-0.84
2015-08-14,0.05500000000000002,1883.7287310579272,1223.0,-1.16
2015-08-21,0.06000000000000004,4316.835714285715,2037.9657142857152,-1.68
2015-08-28,0.665,4778.698576835751,2996.6185714285716,-1.85
2015-09-04,-0.24000000000000002,9731.1085747199,4890.887142857145,-1.89
2015-09-11,0.9424999999999999,10469.70715350458,6024.562857142851,-2.07
2015-09-18,0.8049999999999999,12201.8242961525,5802.897142857151,-2.26
2015-09-25,-0.7175,10754.72428571429,5657.085714285719,-2.47
2015-10-02,-0.475,7061.5185758953685,4188.525714285711,-2.5
2015-10-09,-0.012500000000000067,4331.108609984116,3030.692857142857,-2.73
2015-10-16,-0.15500000000000008,3550.8414570414066,2331.8942857142856,-2.87
2015-10-23,-1.0275,2352.208683803877,1819.1914285714288,-2.73
2015-10-30,-0.765,1999.7101083786943,1731.1114285714286,-2.64
2015-11-06,-0.73,1583.0658513459714,1388.508571428571,-2.72
2015-11-13,-0.255,982.5786513607972,864.9485714285718,-2.49
2015-11-20,0.59,899.5829208535428,599.5914285714282,-2.78
2015-11-27,0.05000000000000002,2823.081434613364,1197.8714285714282,-1.2
2015-12-04,0.44999999999999996,1895.3685944678605,783.9557142857145,-1.36
2015-12-11,-0.29000000000000004,3729.978577141376,1067.747142857143,-1.67
2015-12-18,-0.3125,1563.9843468389286,708.0299999999999,0.2
2015-12-25,-0.04000000000000002,1062.314341972467,549.4757142857143,0.22
2016-01-01,-0.29500000000000004,812.030059243885,462.20000000000016,-0.03
2016-01-08,0.032499999999999925,819.5600242147626,477.30142857142874,0.37
2016-01-15,0.2575,2290.4600023039284,927.2814285714277,0.09
2016-01-22,0.6275000000000001,7013.840004466801,2679.7871428571425,-0.59
2016-01-29,3.3325,11535.29572204384,3131.6014285714286,0.81
2016-02-05,-0.3275,12670.141474038759,3960.3871428571424,0.87
2016-02-12,0.0025000000000000022,7676.051464540938,4760.100000000008,1.17
2016-02-19,0.09999999999999998,5154.175756837868,3300.845714285714,1.42
2016-02-26,-0.6900000000000001,4042.3314510699975,2745.917142857142,1.14
2016-03-04,-0.86,4475.817245593563,3059.9371428571435,1.65
2016-03-11,-1.0225,2235.015848995024,1841.5414285714285,1.05
2016-03-18,-0.985,669.9201006205667,521.1771428571432,2.08
2016-03-25,-0.08999999999999997,726.6486290267927,497.9942857142856,1.97
2016-04-01,-0.38250000000000006,2979.312887470084,1858.4700000000005,1.65
2016-04-08,-1.0175,4853.894400910728,4552.8785714285705,1.68
2016-04-15,-0.8675,3243.697330227683,3253.0328571428568,1.67
2016-04-22,-0.8724999999999999,2012.008728942074,2062.7028571428564,1.16
2016-04-29,-0.9450000000000001,1665.4444150164159,1723.4042857142863,-0.07
2016-05-06,-0.795,1122.7372589939646,1161.775714285714,-0.45
2016-05-13,-1.1175,1512.7744808429536,1526.831428571428,-0.56
2016-05-20,3.25,4075.351533893892,1914.3000000000009,-0.7
2016-05-27,-1.225,9511.638571564928,6989.318571428575,-0.28
2016-06-03,-1.095,6202.231522374243,5736.894285714283,-0.42
2016-06-10,1.9549999999999996,6029.4900404363,4153.6414285714245,-0.44
2016-06-17,-0.30499999999999994,13756.847142857141,7776.275714285713,-0.36
2016-06-24,-0.7949999999999999,7267.1285714285705,5033.4642857142835,-0.51
2016-07-01,0.83,5467.322860904374,3381.4300000000003,-0.73
2016-07-08,-1.1099999999999999,4153.468626910941,2097.8014285714285,-0.9
2016-07-15,-1.22,1761.7158652165635,1168.7871428571427,-1.08
