Date,LOSA_dmd_,LOSA_dmd,"Data from 2008-2016 was imported from the latest LOOPS model, while data from 2017-2023 was replicated from 2012-2016 and 2012-2013"
9-May-19,10435.11,3545,
10-May-19,10268.1,4923,
11-May-19,7066.87,5762,
12-May-19,2660.27,6502,
13-May-19,5314.77,4699,
14-May-19,4424.79,4038,
15-May-19,3628.49,1642,
16-May-19,5567.88,553,
17-May-19,4640.58,58,
18-May-19,135.36,107,
19-May-19,0,198,
20-May-19,0,722,
21-May-19,0,811,
22-May-19,0,1469,
23-May-19,0,2197,
24-May-19,0.29,4872,
25-May-19,0,6767,
26-May-19,0,9837,
27-May-19,0,9666,
28-May-19,0,4544,
29-May-19,0,3775,
30-May-19,0,1566,
31-May-19,0.21,378,
1-Jun-19,0.22,8,
2-Jun-19,0,37,
3-Jun-19,0,36,
4-Jun-19,0,124,
5-Jun-19,0,1397,
6-Jun-19,0,4635,
7-Jun-19,0.22,5501,
8-Jun-19,0,4453,
9-Jun-19,0.22,1551,
10-Jun-19,0,4034,
11-Jun-19,0.21,1924,
12-Jun-19,189.24,161,
13-Jun-19,1638.75,0,
14-Jun-19,4042.81,0,
15-Jun-19,4443.77,0,
16-Jun-19,4042.1,109,
17-Jun-19,7494.57,301,
18-Jun-19,3658.36,0,
19-Jun-19,2925.79,0,
20-Jun-19,6532.36,210,
21-Jun-19,6486.01,186,
22-Jun-19,11487.55,388,
23-Jun-19,0,421,
24-Jun-19,0.29,471,
25-Jun-19,0.2,558,
26-Jun-19,0,282,
27-Jun-19,0.31,536,
28-Jun-19,0.2,95,
29-Jun-19,0,224,
30-Jun-19,0,50,
1-Jul-19,0,234,
2-Jul-19,0,232,
3-Jul-19,0,582,
4-Jul-19,0,980,
5-Jul-19,0,600,
6-Jul-19,0.15,291,
7-Jul-19,0.3,119,
8-Jul-19,0.19,0,
9-Jul-19,0,0,
10-Jul-19,231.8,8,
11-Jul-19,0,0,
12-Jul-19,59.39,53,
13-Jul-19,0.12,0,
14-Jul-19,0,21,
15-Jul-19,1.96,0,
16-Jul-19,12.69,5,
17-Jul-19,34.85,1,
18-Jul-19,272.14,0,
19-Jul-19,43.97,163,
20-Jul-19,67.32,183,
21-Jul-19,123.27,158,
22-Jul-19,467.78,197,
23-Jul-19,689.35,24,
24-Jul-19,148.43,0,
25-Jul-19,127.05,78,
26-Jul-19,478.43,184,
27-Jul-19,317.6,80,
28-Jul-19,104.12,9,
29-Jul-19,279.14,284,
30-Jul-19,905.66,286,
31-Jul-19,1535.23,153,
1-Aug-19,1311.88,96,
2-Aug-19,1217.54,16,
3-Aug-19,2078.34,86,
4-Aug-19,1271.8,0,
5-Aug-19,59.85,0,
6-Aug-19,5.91,0,
7-Aug-19,141.37,114,
8-Aug-19,628.72,42,
9-Aug-19,5.05,18,
10-Aug-19,8.56,109,
11-Aug-19,18.42,276,
12-Aug-19,36.41,309,
13-Aug-19,41.2,354,
14-Aug-19,172.94,204,
15-Aug-19,18.18,107,
16-Aug-19,38.09,2,
17-Aug-19,65.29,0,
18-Aug-19,102.78,207,
19-Aug-19,84.02,455,
20-Aug-19,233.75,517,
21-Aug-19,63.04,777,
22-Aug-19,45.4,489,
23-Aug-19,42.36,396,
24-Aug-19,11.63,414,
25-Aug-19,0.26,770,
26-Aug-19,13.52,187,
27-Aug-19,26.7,2040,
28-Aug-19,30.56,4584,
29-Aug-19,17.04,155,
30-Aug-19,3.85,406,
31-Aug-19,0,1608,
1-Sep-19,0,1270,
2-Sep-19,0,166,
3-Sep-19,0.28,19,
4-Sep-19,0,1,
5-Sep-19,0,0,
6-Sep-19,0,4,
7-Sep-19,0,6,
8-Sep-19,0,7,
9-Sep-19,0,40,
10-Sep-19,0,30,
11-Sep-19,0,48,
12-Sep-19,0,19,
13-Sep-19,0,2,
14-Sep-19,0.21,0,
15-Sep-19,0.21,0,
16-Sep-19,0.21,44,
17-Sep-19,0.21,44,
18-Sep-19,42.86,0,
19-Sep-19,183.18,70,
20-Sep-19,220.46,0,
21-Sep-19,344.05,0,
22-Sep-19,269.71,0,
23-Sep-19,221.75,0,
24-Sep-19,194.05,26,
25-Sep-19,149.05,25,
26-Sep-19,86.67,0,
27-Sep-19,86.25,0,
28-Sep-19,189.64,25,
29-Sep-19,359.6,24,
30-Sep-19,472.72,0,
1-Oct-19,580.24,0,
2-Oct-19,669.4,14,
3-Oct-19,1088.03,25,
4-Oct-19,1485.68,36,
5-Oct-19,511.71,47,
6-Oct-19,34.19,56,
7-Oct-19,1048.25,75,
8-Oct-19,1031.71,29,
9-Oct-19,1828.06,73,
10-Oct-19,1006.1,92,
11-Oct-19,1764.9,83,
12-Oct-19,2283.63,92,
13-Oct-19,2464.58,100,
14-Oct-19,2392.61,14,
15-Oct-19,2183.77,7,
16-Oct-19,1846.2,0,
17-Oct-19,2169.47,86,
18-Oct-19,3959.59,101,
19-Oct-19,3577.67,207,
20-Oct-19,3361.76,148,
21-Oct-19,2607.99,187,
22-Oct-19,769.11,23,
23-Oct-19,1927.15,73,
24-Oct-19,1377.95,78,
25-Oct-19,1458.49,88,
26-Oct-19,2572.52,99,
27-Oct-19,2004.84,88,
28-Oct-19,2057.59,100,
29-Oct-19,1643.23,227,
30-Oct-19,2108.78,310,
31-Oct-19,2339.06,350,
1-Nov-19,2345.62,96,
2-Nov-19,2702.53,278,
3-Nov-19,2308.72,736,
4-Nov-19,2684.19,1026,
5-Nov-19,4547.5,1029,
6-Nov-19,5430.82,1010,
7-Nov-19,5609.07,1265,
8-Nov-19,6052.9,1221,
9-Nov-19,4300.66,753,
10-Nov-19,3974.91,54,
11-Nov-19,1071.87,0,
12-Nov-19,1251.72,102,
13-Nov-19,2164.61,167,
14-Nov-19,3195.65,185,
15-Nov-19,4476.84,184,
16-Nov-19,4510.56,178,
17-Nov-19,4088.14,170,
18-Nov-19,3408.31,62,
19-Nov-19,3888.92,9,
20-Nov-19,3301.44,17,
21-Nov-19,3789.15,117,
22-Nov-19,3443.39,93,
23-Nov-19,2863.57,70,
24-Nov-19,2589.35,149,
25-Nov-19,303.87,185,
26-Nov-19,31.54,146,
27-Nov-19,23.05,8,
28-Nov-19,113.07,117,
29-Nov-19,198.23,116,
30-Nov-19,313.26,105,
1-Dec-19,292.27,115,
2-Dec-19,351.5,102,
3-Dec-19,323.72,54,
4-Dec-19,194.73,56,
5-Dec-19,0,41,
6-Dec-19,0.26,195,
7-Dec-19,0.26,318,
8-Dec-19,16.49,455,
9-Dec-19,62.78,461,
10-Dec-19,71.39,557,
11-Dec-19,83.32,840,
12-Dec-19,62.8,736,
13-Dec-19,22.67,796,
14-Dec-19,1.06,1798,
15-Dec-19,42.22,2271,
16-Dec-19,15.79,2253,
17-Dec-19,14.72,2458,
18-Dec-19,14.87,1907,
19-Dec-19,0.26,2001,
20-Dec-19,0.25,1938,
21-Dec-19,0.23,2171,
22-Dec-19,0.24,1778,
23-Dec-19,0.82,1861,
24-Dec-19,0.94,2417,
25-Dec-19,1.59,912,
26-Dec-19,0.23,111,
27-Dec-19,0.23,23,
28-Dec-19,29.24,108,
29-Dec-19,45.84,311,
30-Dec-19,127.48,1333,
31-Dec-19,203.68,1491,
1-Jan-20,46.51,1263,
2-Jan-20,0.83,642,
3-Jan-20,17.43,948,
4-Jan-20,90.85,1296,
5-Jan-20,120.77,535,
6-Jan-20,232.57,985,
7-Jan-20,537.53,1845,
8-Jan-20,702.08,2049,
9-Jan-20,130.68,1744,
10-Jan-20,1.02,1671,
11-Jan-20,0.25,2245,
12-Jan-20,17.75,358,
13-Jan-20,150.42,312,
14-Jan-20,204.68,312,
15-Jan-20,303.34,621,
16-Jan-20,640.1,1578,
17-Jan-20,105.62,1118,
18-Jan-20,83.59,2084,
19-Jan-20,114.84,2644,
20-Jan-20,189.86,2495,
21-Jan-20,236.36,1924,
22-Jan-20,300.18,2452,
23-Jan-20,370.09,1913,
24-Jan-20,386.02,2461,
25-Jan-20,205.66,2341,
26-Jan-20,36.31,2409,
27-Jan-20,30.82,423,
28-Jan-20,52.87,1947,
29-Jan-20,210.48,2725,
30-Jan-20,291.61,2272,
31-Jan-20,323.11,2447,
1-Feb-20,73.47,2715,
2-Feb-20,22.06,3177,
3-Feb-20,37.37,2754,
4-Feb-20,33.66,3141,
5-Feb-20,21.79,2539,
6-Feb-20,0.26,155,
7-Feb-20,0.27,55,
8-Feb-20,3.53,122,
9-Feb-20,72.61,115,
10-Feb-20,84.78,0,
11-Feb-20,71.83,101,
12-Feb-20,16.78,145,
13-Feb-20,0.27,147,
14-Feb-20,0.27,129,
15-Feb-20,0.27,180,
16-Feb-20,32.39,453,
17-Feb-20,160.62,883,
18-Feb-20,207.31,1475,
19-Feb-20,268.54,380,
20-Feb-20,336.47,433,
21-Feb-20,416.14,820,
22-Feb-20,502.57,950,
23-Feb-20,462.99,521,
24-Feb-20,166.56,1419,
25-Feb-20,29.46,2347,
26-Feb-20,31.53,3613,
27-Feb-20,37.29,3288,
28-Feb-20,642.82,972,
29-Feb-20,661.39,355,
1-Mar-20,638.06,814,
2-Mar-20,78.89,980,
3-Mar-20,140.69,1128,
4-Mar-20,255,797,
5-Mar-20,409.62,717,
6-Mar-20,502.38,579,
7-Mar-20,866.21,450,
8-Mar-20,1997.98,702,
9-Mar-20,2018.36,1384,
10-Mar-20,1233.28,1645,
11-Mar-20,0,981,
12-Mar-20,0,1771,
13-Mar-20,0,1918,
14-Mar-20,0,2947,
15-Mar-20,0,3448,
16-Mar-20,0,4553,
17-Mar-20,0,4801,
18-Mar-20,0,4382,
19-Mar-20,0.66,4313,
20-Mar-20,0,4517,
21-Mar-20,0,4756,
22-Mar-20,0,4401,
23-Mar-20,0,3120,
24-Mar-20,0,2713,
25-Mar-20,3.33,3697,
26-Mar-20,109.42,668,
27-Mar-20,57.69,482,
28-Mar-20,0,110,
29-Mar-20,0,165,
30-Mar-20,0,126,
31-Mar-20,0,237,
1-Apr-20,0,632,
2-Apr-20,0,940,
3-Apr-20,7.52,1984,
4-Apr-20,127.91,2886,
5-Apr-20,1494.95,2774,
6-Apr-20,2908.14,2685,
7-Apr-20,3009.18,4028,
8-Apr-20,2279.73,5291,
9-Apr-20,1946.36,5837,
10-Apr-20,46.18,5085,
11-Apr-20,5.43,2975,
12-Apr-20,12.56,2245,
13-Apr-20,38.34,3503,
14-Apr-20,200.12,4172,
15-Apr-20,160.54,1715,
16-Apr-20,207.89,1556,
17-Apr-20,10.73,1520,
18-Apr-20,2.47,1314,
19-Apr-20,2.47,825,
20-Apr-20,2.47,270,
21-Apr-20,21.84,76,
22-Apr-20,62,21,
23-Apr-20,308.58,95,
24-Apr-20,337.21,132,
25-Apr-20,147.47,385,
26-Apr-20,0,364,
27-Apr-20,0,330,
28-Apr-20,0,0,
29-Apr-20,2.13,92,
30-Apr-20,2.18,43,
1-May-20,5.82,50,
2-May-20,4.86,84,
3-May-20,152.42,157,
4-May-20,497.89,301,
5-May-20,314.75,331,
6-May-20,643.19,404,
7-May-20,1211.02,872,
8-May-20,2480.22,1787,
9-May-20,3731.35,1967,
10-May-20,4664.9,2349,
11-May-20,5537.9,5087,
12-May-20,6430.13,4597,
13-May-20,7262.55,4750,
14-May-20,7285.51,4771,
15-May-20,1551.83,5004,
16-May-20,58.27,184,
17-May-20,611.69,808,
18-May-20,294.25,3576,
19-May-20,1315.67,8100,
20-May-20,2943.64,7560,
21-May-20,4436.91,2954,
22-May-20,5472.59,2545,
23-May-20,5330.34,3220,
24-May-20,5004.71,6928,
25-May-20,4971.92,7156,
26-May-20,2671.93,7627,
27-May-20,557.53,9551,
28-May-20,91.74,8026,
29-May-20,331.15,7809,
30-May-20,6.57,6350,
31-May-20,4.66,6107,
1-Jun-20,4.66,7092,
2-Jun-20,0,875,
3-Jun-20,0.12,1565,
4-Jun-20,0.12,2645,
5-Jun-20,0.12,3875,
6-Jun-20,4.91,2184,
7-Jun-20,5.02,2214,
8-Jun-20,10.25,4008,
9-Jun-20,117.86,777,
10-Jun-20,353.53,0,
11-Jun-20,352.76,29,
12-Jun-20,492.74,187,
13-Jun-20,2439.79,478,
14-Jun-20,2163.96,498,
15-Jun-20,2218.67,1317,
16-Jun-20,10.28,1955,
17-Jun-20,44.32,4251,
18-Jun-20,134.21,7041,
19-Jun-20,78.5,4912,
20-Jun-20,619.59,6296,
21-Jun-20,1035.1,6091,
22-Jun-20,1750.09,6946,
23-Jun-20,3200.83,4345,
24-Jun-20,5903.09,5822,
25-Jun-20,3876.74,4656,
26-Jun-20,6753.62,5861,
27-Jun-20,7883.61,3998,
28-Jun-20,9275.82,2863,
29-Jun-20,746.12,1026,
30-Jun-20,0,257,
1-Jul-20,0,1356,
2-Jul-20,0,3868,
3-Jul-20,0,3182,
4-Jul-20,0,3744,
5-Jul-20,0,4971,
6-Jul-20,0,4494,
7-Jul-20,0.12,274,
8-Jul-20,0.11,540,
9-Jul-20,0.11,4192,
10-Jul-20,0.11,4558,
11-Jul-20,0.12,2355,
12-Jul-20,69.27,6926,
13-Jul-20,823.86,6419,
14-Jul-20,1408.52,989,
15-Jul-20,126.04,501,
16-Jul-20,2388.08,267,
17-Jul-20,3276.93,428,
18-Jul-20,2862.34,512,
19-Jul-20,5890.28,618,
20-Jul-20,8577.43,750,
21-Jul-20,7592.45,1018,
22-Jul-20,353.41,1162,
23-Jul-20,974.35,632,
24-Jul-20,421.77,198,
25-Jul-20,1328.44,0,
26-Jul-20,896.92,0,
27-Jul-20,780.74,111,
28-Jul-20,2358.65,213,
29-Jul-20,854.78,0,
30-Jul-20,1607.64,162,
31-Jul-20,1803.82,0,
1-Aug-20,1652.76,0,
2-Aug-20,1382.86,0,
3-Aug-20,345.28,76,
4-Aug-20,139.32,200,
5-Aug-20,63.34,136,
6-Aug-20,86.56,253,
7-Aug-20,0,1283,
8-Aug-20,0.11,728,
9-Aug-20,0,722,
10-Aug-20,0,837,
11-Aug-20,0.1,1404,
12-Aug-20,0.1,1346,
13-Aug-20,15.22,34,
14-Aug-20,5.65,0,
15-Aug-20,14.54,124,
16-Aug-20,39.15,50,
17-Aug-20,49.76,221,
18-Aug-20,43.97,99,
19-Aug-20,19,44,
20-Aug-20,0.09,172,
21-Aug-20,0,261,
22-Aug-20,0,303,
23-Aug-20,0.1,310,
24-Aug-20,0,365,
25-Aug-20,0,160,
26-Aug-20,0.29,3,
27-Aug-20,0.38,0,
28-Aug-20,3.96,0,
29-Aug-20,15.27,0,
30-Aug-20,35.45,0,
31-Aug-20,66,0,
1-Sep-20,163.16,0,
2-Sep-20,82.01,28,
3-Sep-20,55.18,106,
4-Sep-20,7.15,51,
5-Sep-20,0,36,
6-Sep-20,0,0,
7-Sep-20,0.1,12,
8-Sep-20,0,0,
9-Sep-20,0.1,13,
10-Sep-20,0.1,80,
11-Sep-20,0.1,0,
12-Sep-20,0,6,
13-Sep-20,88.83,18,
14-Sep-20,175.91,0,
15-Sep-20,212.87,3,
16-Sep-20,295.72,0,
17-Sep-20,544.86,0,
18-Sep-20,771.89,0,
19-Sep-20,1520.98,0,
20-Sep-20,1452.2,47,
21-Sep-20,1486.84,82,
22-Sep-20,412.89,5,
23-Sep-20,572.87,57,
24-Sep-20,843.08,0,
25-Sep-20,933.9,2,
26-Sep-20,468.35,0,
27-Sep-20,11.25,0,
28-Sep-20,0,29,
29-Sep-20,0.16,13,
30-Sep-20,34.54,37,
1-Oct-20,116.41,64,
2-Oct-20,393.27,50,
3-Oct-20,822.84,119,
4-Oct-20,1573.62,0,
5-Oct-20,2980.34,14,
6-Oct-20,4175.61,40,
7-Oct-20,4402.43,64,
8-Oct-20,3891.41,58,
9-Oct-20,4002.02,7,
10-Oct-20,4317.4,0,
11-Oct-20,3595.67,16,
12-Oct-20,1058.12,72,
13-Oct-20,1565.49,11,
14-Oct-20,2610.87,74,
15-Oct-20,3333.62,49,
16-Oct-20,2855.25,70,
17-Oct-20,3091.01,77,
18-Oct-20,1873.88,87,
19-Oct-20,1146.44,255,
20-Oct-20,2608.25,540,
21-Oct-20,3841.09,697,
22-Oct-20,4310.68,777,
23-Oct-20,2982.33,867,
24-Oct-20,3684.9,1146,
25-Oct-20,2959.59,1030,
26-Oct-20,3560.35,668,
27-Oct-20,3322.41,713,
28-Oct-20,2354.63,533,
29-Oct-20,2939.77,705,
30-Oct-20,2447.51,889,
31-Oct-20,721.23,1344,
1-Nov-20,1617.06,1915,
2-Nov-20,371.89,2034,
3-Nov-20,177.32,1729,
4-Nov-20,136.1,2353,
5-Nov-20,152.69,2507,
6-Nov-20,844.79,1872,
7-Nov-20,1299,1529,
8-Nov-20,1759.42,1703,
9-Nov-20,1756.91,1324,
10-Nov-20,2097.54,1324,
11-Nov-20,2282.48,813,
12-Nov-20,3050.82,1314,
13-Nov-20,3833.64,1209,
14-Nov-20,3959.05,1794,
15-Nov-20,4826.95,2491,
16-Nov-20,3351.68,2383,
17-Nov-20,2649.02,219,
18-Nov-20,4068.75,316,
19-Nov-20,3583.01,113,
20-Nov-20,3343.19,9,
21-Nov-20,2659.45,84,
22-Nov-20,3540.15,0,
23-Nov-20,4339,57,
24-Nov-20,4520.86,134,
25-Nov-20,4097.98,106,
26-Nov-20,3370.48,154,
27-Nov-20,2621.56,62,
28-Nov-20,2847.5,134,
29-Nov-20,2559.63,133,
30-Nov-20,2847.98,120,
1-Dec-20,2829.08,91,
2-Dec-20,3341.47,231,
3-Dec-20,3354.72,26,
4-Dec-20,3873.8,0,
5-Dec-20,4179.45,10,
6-Dec-20,3164.01,57,
7-Dec-20,2178.01,37,
8-Dec-20,530.83,73,
9-Dec-20,230.3,82,
10-Dec-20,454.74,74,
11-Dec-20,1329.48,107,
12-Dec-20,2377.4,121,
13-Dec-20,2489.89,36,
14-Dec-20,2538.75,8,
15-Dec-20,2812.4,101,
16-Dec-20,2706.53,88,
17-Dec-20,664.13,105,
18-Dec-20,150.61,8,
19-Dec-20,352.19,108,
20-Dec-20,401.29,113,
21-Dec-20,477.37,2,
22-Dec-20,1364.27,0,
23-Dec-20,2001.05,45,
24-Dec-20,2147.29,102,
25-Dec-20,1643.26,104,
26-Dec-20,1847.88,3,
27-Dec-20,2103.32,132,
28-Dec-20,1580.3,115,
29-Dec-20,1887.04,136,
30-Dec-20,2379.42,64,
31-Dec-20,1853.66,120,
1-Jan-21,2074.51,85,
2-Jan-21,2641.12,80,
3-Jan-21,2446.65,7,
4-Jan-21,2677.21,0,
5-Jan-21,2725.38,27,
6-Jan-21,2322.58,38,
7-Jan-21,1962.11,48,
8-Jan-21,347.69,0,
9-Jan-21,2539.03,0,
10-Jan-21,3107.81,6,
11-Jan-21,3671.59,59,
12-Jan-21,3371.12,0,
13-Jan-21,3042.73,57,
14-Jan-21,2568.81,32,
15-Jan-21,1786.92,0,
16-Jan-21,2615.92,0,
17-Jan-21,3124.27,0,
18-Jan-21,3068.21,0,
19-Jan-21,139.15,0,
20-Jan-21,1366.49,0,
21-Jan-21,206.08,17,
22-Jan-21,991.88,0,
23-Jan-21,2120.98,0,
24-Jan-21,1786.12,0,
25-Jan-21,1863.05,0,
26-Jan-21,1708.65,0,
27-Jan-21,2096.65,0,
28-Jan-21,2456.57,0,
29-Jan-21,2987.78,0,
30-Jan-21,3002.28,0,
31-Jan-21,4379.68,0,
1-Feb-21,4415.57,0,
2-Feb-21,3783.26,43,
3-Feb-21,2795.93,128,
4-Feb-21,3985.39,139,
5-Feb-21,4172.87,0,
6-Feb-21,4432.3,0,
7-Feb-21,4306.18,0,
8-Feb-21,4730.02,15,
9-Feb-21,3783.91,53,
10-Feb-21,2822.34,111,
11-Feb-21,2832.86,127,
12-Feb-21,3902.56,131,
13-Feb-21,4206,134,
14-Feb-21,4711.96,107,
15-Feb-21,4376.75,0,
16-Feb-21,5110.62,0,
17-Feb-21,4214.55,75,
18-Feb-21,4799.5,133,
19-Feb-21,4024.81,131,
20-Feb-21,4585.5,102,
21-Feb-21,3939.56,116,
22-Feb-21,4458.2,112,
23-Feb-21,4194.57,0,
24-Feb-21,4430.02,0,
25-Feb-21,2969.43,32,
26-Feb-21,3063.06,72,
27-Feb-21,4796.31,91,
28-Feb-21,6285.99,99,
1-Mar-21,6860.47,95,
2-Mar-21,5818.18,519,
3-Mar-21,581.09,196,
4-Mar-21,2488.68,455,
5-Mar-21,4353.38,1683,
6-Mar-21,4673.96,1096,
7-Mar-21,4252.23,1976,
8-Mar-21,4697.18,1334,
9-Mar-21,3928.23,2189,
10-Mar-21,5836.54,3205,
11-Mar-21,6946.77,3548,
12-Mar-21,7991.08,3372,
13-Mar-21,5585.27,2877,
14-Mar-21,7140.71,2613,
15-Mar-21,5806.95,2929,
16-Mar-21,1651.81,4148,
17-Mar-21,491.14,4416,
18-Mar-21,288.92,4163,
19-Mar-21,88.42,4108,
20-Mar-21,2451.95,520,
21-Mar-21,2811.38,139,
22-Mar-21,2670.15,1440,
23-Mar-21,2410.38,2657,
24-Mar-21,2651.81,3488,
25-Mar-21,2336.7,570,
26-Mar-21,2561.98,163,
27-Mar-21,3403.35,1692,
28-Mar-21,325.37,1277,
29-Mar-21,15.37,2109,
30-Mar-21,513.83,92,
31-Mar-21,449.62,9,
1-Apr-21,1087.98,46,
2-Apr-21,885.44,19,
3-Apr-21,717.84,15,
4-Apr-21,523.08,43,
5-Apr-21,674.27,160,
6-Apr-21,1237.8,305,
7-Apr-21,2789.88,414,
8-Apr-21,4991.1,484,
9-Apr-21,5151.81,1236,
10-Apr-21,5990.85,3297,
11-Apr-21,5997.05,3824,
12-Apr-21,6163.75,4039,
13-Apr-21,5722.43,5794,
14-Apr-21,6243.81,5302,
15-Apr-21,7546.13,3654,
16-Apr-21,7840.84,3064,
17-Apr-21,6826.05,3150,
18-Apr-21,5726.78,3740,
19-Apr-21,7782.1,3929,
20-Apr-21,8004.71,5354,
21-Apr-21,7398.27,5313,
22-Apr-21,7699.36,4402,
23-Apr-21,6823.48,374,
24-Apr-21,3886.1,2061,
25-Apr-21,3920.64,3590,
26-Apr-21,5962.88,3040,
27-Apr-21,7641.31,654,
28-Apr-21,4959.67,2252,
29-Apr-21,2048.29,5385,
30-Apr-21,2978.19,3730,
1-May-21,4011.33,6779,
2-May-21,436.9,5659,
3-May-21,273.48,4009,
4-May-21,5855.68,4887,
5-May-21,7935.41,351,
6-May-21,7637.33,85,
7-May-21,7407.73,140,
8-May-21,9211.33,1266,
9-May-21,9698.11,3170,
10-May-21,8080.37,3415,
11-May-21,9948.77,5432,
12-May-21,10034.89,6032,
13-May-21,9153.3,5850,
14-May-21,8453.28,6462,
15-May-21,10323.33,6208,
16-May-21,10658.58,7681,
17-May-21,10375.27,3982,
18-May-21,9945.3,374,
19-May-21,8735.65,0,
20-May-21,7494.74,0,
21-May-21,1461.06,0,
22-May-21,185.98,76,
23-May-21,2831.14,148,
24-May-21,1464.69,284,
25-May-21,308.08,309,
26-May-21,740.65,284,
27-May-21,1873.59,326,
28-May-21,2794.41,406,
29-May-21,4627.1,312,
30-May-21,1148.52,463,
31-May-21,1862.28,422,
1-Jun-21,2911.01,296,
2-Jun-21,6148.77,354,
3-Jun-21,4931.76,142,
4-Jun-21,939.94,101,
5-Jun-21,2881.92,168,
6-Jun-21,754.96,24,
7-Jun-21,206.03,0,
8-Jun-21,163.58,46,
9-Jun-21,2819.54,7,
10-Jun-21,3017.59,0,
11-Jun-21,3893.38,15,
12-Jun-21,3741.41,50,
13-Jun-21,3252,523,
14-Jun-21,3229.84,576,
15-Jun-21,4617.03,603,
16-Jun-21,6161.24,408,
17-Jun-21,3576.03,2,
18-Jun-21,5446.01,0,
19-Jun-21,4753.08,5,
20-Jun-21,610.19,0,
21-Jun-21,731.88,172,
22-Jun-21,550.76,533,
23-Jun-21,219.09,48,
24-Jun-21,3930.52,308,
25-Jun-21,5688.76,52,
26-Jun-21,1406.82,226,
27-Jun-21,15.08,145,
28-Jun-21,3025.75,439,
29-Jun-21,5506.57,378,
30-Jun-21,3641.96,11,
1-Jul-21,4265.9,0,
2-Jul-21,4894.67,0,
3-Jul-21,270.43,0,
4-Jul-21,2184.51,78,
5-Jul-21,2621.9,235,
6-Jul-21,1129.03,342,
7-Jul-21,2792.81,399,
8-Jul-21,103.16,549,
9-Jul-21,18.34,608,
10-Jul-21,82.04,767,
11-Jul-21,310.54,2058,
12-Jul-21,114.78,4379,
13-Jul-21,0,571,
14-Jul-21,0,469,
15-Jul-21,4.76,515,
16-Jul-21,0,218,
17-Jul-21,0,29,
18-Jul-21,2.89,110,
19-Jul-21,0.34,253,
20-Jul-21,0,259,
21-Jul-21,12.31,2124,
22-Jul-21,0,2,
23-Jul-21,0,119,
24-Jul-21,0.24,27,
25-Jul-21,0.23,27,
26-Jul-21,0.25,27,
27-Jul-21,167.77,33,
28-Jul-21,18.41,266,
29-Jul-21,128.74,284,
30-Jul-21,184.66,355,
31-Jul-21,19.73,358,
1-Aug-21,2.67,63,
2-Aug-21,0,181,
3-Aug-21,0,57,
4-Aug-21,0,41,
5-Aug-21,0,0,
6-Aug-21,0.18,8,
7-Aug-21,0.19,8,
8-Aug-21,0.12,8,
9-Aug-21,0.28,0,
10-Aug-21,5.08,0,
11-Aug-21,15.46,0,
12-Aug-21,113.4,0,
13-Aug-21,156.56,45,
14-Aug-21,905.9,236,
15-Aug-21,2387.91,265,
16-Aug-21,3278.14,383,
17-Aug-21,4301.57,86,
18-Aug-21,4756.78,243,
19-Aug-21,4840.18,1023,
20-Aug-21,155.44,189,
21-Aug-21,11.76,3068,
22-Aug-21,2720.14,1982,
23-Aug-21,1952.56,1382,
24-Aug-21,2447.36,3498,
25-Aug-21,2831.72,556,
26-Aug-21,4876.83,108,
27-Aug-21,5812.72,18,
28-Aug-21,680.24,148,
29-Aug-21,4280.03,120,
30-Aug-21,5095.4,0,
31-Aug-21,2727.43,0,
1-Sep-21,3206.5,0,
2-Sep-21,344.26,0,
3-Sep-21,20.27,14,
4-Sep-21,24.33,44,
5-Sep-21,536.82,59,
6-Sep-21,6.56,0,
7-Sep-21,0,0,
8-Sep-21,0,0,
9-Sep-21,0,15,
10-Sep-21,0,48,
11-Sep-21,0,40,
12-Sep-21,0,15,
13-Sep-21,0,0,
14-Sep-21,0,0,
15-Sep-21,0.23,30,
16-Sep-21,0.23,42,
17-Sep-21,0.2,0,
18-Sep-21,0.2,33,
19-Sep-21,0.18,33,
20-Sep-21,0.19,17,
21-Sep-21,260.65,53,
22-Sep-21,400,57,
23-Sep-21,392.43,15,
24-Sep-21,431.06,2,
25-Sep-21,0,38,
26-Sep-21,0,0,
27-Sep-21,0,46,
28-Sep-21,0,0,
29-Sep-21,0,0,
30-Sep-21,0,0,
1-Oct-21,0,0,
2-Oct-21,0,31,
3-Oct-21,0,0,
4-Oct-21,2.51,0,
5-Oct-21,10.58,0,
6-Oct-21,9.53,0,
7-Oct-21,9.25,0,
8-Oct-21,59.91,0,
9-Oct-21,151.14,28,
10-Oct-21,740.26,21,
11-Oct-21,1315,33,
12-Oct-21,1844.52,44,
13-Oct-21,1693.05,58,
14-Oct-21,336.5,56,
15-Oct-21,260.67,81,
16-Oct-21,471.29,13,
17-Oct-21,814.1,26,
18-Oct-21,866.68,73,
19-Oct-21,642.88,71,
20-Oct-21,99.02,104,
21-Oct-21,0,82,
22-Oct-21,0,158,
23-Oct-21,0,177,
24-Oct-21,0,185,
25-Oct-21,0,232,
26-Oct-21,0,264,
27-Oct-21,0,819,
28-Oct-21,0,1093,
29-Oct-21,0,1339,
30-Oct-21,0,1021,
31-Oct-21,0,1108,
1-Nov-21,0,1427,
2-Nov-21,0,2130,
3-Nov-21,0,1892,
4-Nov-21,0,1999,
5-Nov-21,0,1798,
6-Nov-21,0,1898,
7-Nov-21,0,1829,
8-Nov-21,0,2565,
