Date,LOSA_dmd_,LOSA_dmd,"Data from 2008-2016 was imported from the latest LOOPS model, while data from 2017-2023 was replicated from 2012-2016 and 2012-2013"
9-Nov-21,1.63,2508,
10-Nov-21,10.02,2598,
11-Nov-21,31.18,2823,
12-Nov-21,30.82,2813,
13-Nov-21,120.4,2377,
14-Nov-21,415.3,2544,
15-Nov-21,1232.59,1880,
16-Nov-21,1866.6,1784,
17-Nov-21,1277.85,2926,
18-Nov-21,1043.16,3430,
19-Nov-21,1586.59,3733,
20-Nov-21,1873.71,3920,
21-Nov-21,1888.68,3131,
22-Nov-21,2196.95,2601,
23-Nov-21,2151.98,2632,
24-Nov-21,2366.91,2421,
25-Nov-21,1736.89,2546,
26-Nov-21,2459.3,2478,
27-Nov-21,3030.97,1900,
28-Nov-21,3367.84,2037,
29-Nov-21,3703.12,1981,
30-Nov-21,3131.45,2626,
1-Dec-21,1753.34,2915,
2-Dec-21,2138.84,607,
3-Dec-21,1549.09,696,
4-Dec-21,2528.92,959,
5-Dec-21,1367.81,1811,
6-Dec-21,743.48,1877,
7-Dec-21,123.33,367,
8-Dec-21,198.49,1255,
9-Dec-21,697.98,1417,
10-Dec-21,959.75,506,
11-Dec-21,1161.42,758,
12-Dec-21,829.17,273,
13-Dec-21,974.42,132,
14-Dec-21,1022.03,315,
15-Dec-21,1087.45,499,
16-Dec-21,937.12,782,
17-Dec-21,1226.31,1140,
18-Dec-21,1284.33,1594,
19-Dec-21,1618.04,1659,
20-Dec-21,2047.76,2256,
21-Dec-21,2278.91,2177,
22-Dec-21,2136.03,1447,
23-Dec-21,1414.36,2416,
24-Dec-21,316.11,2087,
25-Dec-21,97.7,2107,
26-Dec-21,126.96,2583,
27-Dec-21,174.68,2492,
28-Dec-21,264.47,1424,
29-Dec-21,315.71,2607,
30-Dec-21,263.49,3081,
31-Dec-21,77.07,2404,
1-Jan-22,41.51,1241,
2-Jan-22,88.97,1977,
3-Jan-22,222.86,1604,
4-Jan-22,274.37,2489,
5-Jan-22,313.02,2064,
6-Jan-22,323.69,2212,
7-Jan-22,445.14,1939,
8-Jan-22,630.74,1890,
9-Jan-22,728.8,2306,
10-Jan-22,986.46,2507,
11-Jan-22,1507.64,2206,
12-Jan-22,1323.59,2653,
13-Jan-22,934.31,2514,
14-Jan-22,5.84,2752,
15-Jan-22,4.48,3176,
16-Jan-22,1.49,2954,
17-Jan-22,1.32,2347,
18-Jan-22,150.53,2750,
19-Jan-22,164.59,2595,
20-Jan-22,179.1,2951,
21-Jan-22,285.79,2832,
22-Jan-22,529.29,2974,
23-Jan-22,777.77,3955,
24-Jan-22,983.78,4221,
25-Jan-22,1701.49,4222,
26-Jan-22,2632.67,2487,
27-Jan-22,2971.24,2804,
28-Jan-22,2862.23,2220,
29-Jan-22,2346.72,2687,
30-Jan-22,2599,2916,
31-Jan-22,2053.82,3286,
1-Feb-22,1938.92,3028,
2-Feb-22,2035.79,2923,
3-Feb-22,3083.08,2558,
4-Feb-22,2500.37,3173,
5-Feb-22,3213.45,3213,
6-Feb-22,4351.78,1933,
7-Feb-22,3365.99,414,
8-Feb-22,1144.83,304,
9-Feb-22,38.96,537,
10-Feb-22,31.68,650,
11-Feb-22,35.97,613,
12-Feb-22,35.97,145,
13-Feb-22,36.47,268,
14-Feb-22,32.18,198,
15-Feb-22,68.67,203,
16-Feb-22,73.99,282,
17-Feb-22,127.38,826,
18-Feb-22,142.27,1535,
19-Feb-22,295.43,1658,
20-Feb-22,247.01,3531,
21-Feb-22,195.63,3129,
22-Feb-22,41.51,2563,
23-Feb-22,59.4,3509,
24-Feb-22,187.85,4509,
25-Feb-22,333.66,4776,
26-Feb-22,813.11,3146,
27-Feb-22,1086.66,2500,
28-Feb-22,1631.57,1988,
1-Mar-22,1586.41,729,
2-Mar-22,1334.06,2131,
3-Mar-22,821.7,3220,
4-Mar-22,496.03,4013,
5-Mar-22,413.89,4278,
6-Mar-22,499.3,1437,
7-Mar-22,467.56,3691,
8-Mar-22,458.63,3376,
9-Mar-22,399.5,2410,
10-Mar-22,448.83,286,
11-Mar-22,597.92,131,
12-Mar-22,834.94,271,
13-Mar-22,1906.76,441,
14-Mar-22,2838.12,1161,
15-Mar-22,3989.16,1352,
16-Mar-22,4557.65,1174,
17-Mar-22,4889.09,718,
18-Mar-22,5760.99,747,
19-Mar-22,5231.31,3190,
20-Mar-22,4931.84,3812,
21-Mar-22,4699.8,3885,
22-Mar-22,5847.64,3095,
23-Mar-22,6481.85,3533,
24-Mar-22,3954.53,3970,
25-Mar-22,1393.29,4169,
26-Mar-22,1863.72,3511,
27-Mar-22,2997.12,4192,
28-Mar-22,2867.61,5937,
29-Mar-22,3866.57,5064,
30-Mar-22,4503.6,5696,
31-Mar-22,4294.85,4977,
1-Apr-22,2432.59,5850,
2-Apr-22,1401.37,1737,
3-Apr-22,1820.62,2334,
4-Apr-22,3227.62,3483,
5-Apr-22,3482.32,5338,
6-Apr-22,4391.06,6384,
7-Apr-22,5206.79,5405,
8-Apr-22,5241.12,1203,
9-Apr-22,5314.68,2666,
10-Apr-22,4034.46,5816,
11-Apr-22,2705.7,6419,
12-Apr-22,2347.97,4883,
13-Apr-22,676.5,5587,
14-Apr-22,54.34,5128,
15-Apr-22,66.02,1419,
16-Apr-22,135.53,1492,
17-Apr-22,617.82,2476,
18-Apr-22,1176.57,2492,
19-Apr-22,1959.08,5323,
20-Apr-22,3107.31,4730,
21-Apr-22,5371.92,1652,
22-Apr-22,5963.43,9,
23-Apr-22,5865.62,9,
24-Apr-22,5718.82,9,
25-Apr-22,6784.86,53,
26-Apr-22,7280.81,56,
27-Apr-22,7840.89,78,
28-Apr-22,7304.71,211,
29-Apr-22,7362.91,703,
30-Apr-22,10191.72,1582,
1-May-22,10684.23,661,
2-May-22,11257.39,508,
3-May-22,11595.63,1024,
4-May-22,10906.28,1177,
5-May-22,9840.9,1577,
6-May-22,9066.94,2074,
7-May-22,9759.79,3364,
8-May-22,8837.13,3709,
9-May-22,8410.46,928,
10-May-22,8188.07,16,
11-May-22,8404.59,0,
12-May-22,8293.22,2,
13-May-22,1967.17,56,
14-May-22,5570.08,81,
15-May-22,1738.24,75,
16-May-22,4060.23,17,
17-May-22,4636.83,42,
18-May-22,427.68,0,
19-May-22,936.41,0,
20-May-22,240.63,0,
21-May-22,97.55,0,
22-May-22,176.91,2,
23-May-22,1005.21,51,
24-May-22,2787.62,63,
25-May-22,4460.04,114,
26-May-22,5430.9,259,
27-May-22,7087.05,569,
28-May-22,7267.69,500,
29-May-22,2067.37,346,
30-May-22,1030.39,156,
31-May-22,8679.81,76,
1-Jun-22,8460.15,243,
2-Jun-22,8217.88,452,
3-Jun-22,11122.21,29,
4-Jun-22,9210.21,373,
5-Jun-22,7402.65,930,
6-Jun-22,1390.87,2066,
7-Jun-22,759.74,820,
8-Jun-22,6100.81,1049,
9-Jun-22,6019.17,2084,
10-Jun-22,3087.06,412,
11-Jun-22,42.7,0,
12-Jun-22,720.54,148,
13-Jun-22,16.13,592,
14-Jun-22,0,670,
15-Jun-22,0,129,
16-Jun-22,273.96,193,
17-Jun-22,485.17,317,
18-Jun-22,0,491,
19-Jun-22,0,331,
20-Jun-22,0,3954,
21-Jun-22,0,5680,
22-Jun-22,0,414,
23-Jun-22,0,316,
24-Jun-22,0,538,
25-Jun-22,0,455,
26-Jun-22,0.12,378,
27-Jun-22,0,122,
28-Jun-22,0,265,
29-Jun-22,0,54,
30-Jun-22,0,436,
1-Jul-22,0.2,925,
2-Jul-22,0,2771,
3-Jul-22,0.2,2701,
4-Jul-22,0,2042,
5-Jul-22,0,2205,
6-Jul-22,0,610,
7-Jul-22,0,196,
8-Jul-22,0,641,
9-Jul-22,0,1445,
10-Jul-22,0,1615,
11-Jul-22,0,1115,
12-Jul-22,0.2,683,
13-Jul-22,0.21,337,
14-Jul-22,0.2,436,
15-Jul-22,0.21,233,
16-Jul-22,0.21,286,
17-Jul-22,0.21,103,
18-Jul-22,55.57,0,
19-Jul-22,862.64,9,
20-Jul-22,0,248,
21-Jul-22,0.33,396,
22-Jul-22,0.15,415,
23-Jul-22,54.04,382,
24-Jul-22,536.01,59,
25-Jul-22,1250.4,13,
26-Jul-22,1747.62,91,
27-Jul-22,925.81,294,
28-Jul-22,1747.22,395,
29-Jul-22,2042.72,111,
30-Jul-22,4004.75,896,
31-Jul-22,2371.96,1528,
1-Aug-22,1256.08,375,
2-Aug-22,456.85,50,
3-Aug-22,32.6,114,
4-Aug-22,71.71,139,
5-Aug-22,678.09,249,
6-Aug-22,898.31,227,
7-Aug-22,2112.18,0,
8-Aug-22,1439.34,10,
9-Aug-22,3511.64,203,
10-Aug-22,72.38,456,
11-Aug-22,27.86,807,
12-Aug-22,41.03,604,
13-Aug-22,65.06,163,
14-Aug-22,61.07,9,
15-Aug-22,47.33,40,
16-Aug-22,56.45,121,
17-Aug-22,37.61,239,
18-Aug-22,172.73,563,
19-Aug-22,174.74,320,
20-Aug-22,248.13,446,
21-Aug-22,259.01,1244,
22-Aug-22,441.07,418,
23-Aug-22,485.76,41,
24-Aug-22,471.9,0,
25-Aug-22,439.06,50,
26-Aug-22,287.76,163,
27-Aug-22,156.18,280,
28-Aug-22,3.76,0,
29-Aug-22,0,0,
30-Aug-22,0,0,
31-Aug-22,0,0,
1-Sep-22,0.26,0,
2-Sep-22,0.12,0,
3-Sep-22,0.37,16,
4-Sep-22,0,76,
5-Sep-22,0.27,77,
6-Sep-22,0.27,0,
7-Sep-22,0.27,0,
8-Sep-22,0.27,0,
9-Sep-22,0.27,49,
10-Sep-22,0,66,
11-Sep-22,0.54,103,
12-Sep-22,2.38,23,
13-Sep-22,15.53,34,
14-Sep-22,152.11,122,
15-Sep-22,299.64,16,
16-Sep-22,467.92,4,
17-Sep-22,798.11,1,
18-Sep-22,1231.33,47,
19-Sep-22,1617.29,22,
20-Sep-22,975.6,0,
21-Sep-22,1411.3,21,
22-Sep-22,409.66,72,
23-Sep-22,39.43,21,
24-Sep-22,0,0,
25-Sep-22,567.82,22,
26-Sep-22,294.29,39,
27-Sep-22,0,30,
28-Sep-22,211.16,59,
29-Sep-22,439.75,27,
30-Sep-22,20.75,107,
1-Oct-22,203.6,0,
2-Oct-22,332.24,15,
3-Oct-22,626.79,0,
4-Oct-22,992.53,0,
5-Oct-22,1625.71,26,
6-Oct-22,2663.09,0,
7-Oct-22,3689.06,0,
8-Oct-22,3575.37,15,
9-Oct-22,1949.72,0,
10-Oct-22,1290.05,0,
11-Oct-22,383.15,15,
12-Oct-22,142.14,16,
13-Oct-22,0.54,35,
14-Oct-22,0,32,
15-Oct-22,1.77,56,
16-Oct-22,7.38,0,
17-Oct-22,125.58,54,
18-Oct-22,290.75,79,
19-Oct-22,461.16,0,
20-Oct-22,593.35,0,
21-Oct-22,680.92,0,
22-Oct-22,361.37,18,
23-Oct-22,329.36,20,
24-Oct-22,312.93,13,
25-Oct-22,492.75,14,
26-Oct-22,634.56,83,
27-Oct-22,1031.24,0,
28-Oct-22,1040.08,8,
29-Oct-22,1375.79,194,
30-Oct-22,1286.95,443,
31-Oct-22,1167.45,736,
1-Nov-22,2019.11,700,
2-Nov-22,2806.91,652,
3-Nov-22,3305.32,730,
4-Nov-22,2910.93,844,
5-Nov-22,1934.04,1664,
6-Nov-22,3304.33,1638,
7-Nov-22,3777.09,2147,
8-Nov-22,4457.02,952,
9-Nov-22,4575.65,1226,
10-Nov-22,4387.82,1138,
11-Nov-22,4340.67,1410,
12-Nov-22,2288.92,1065,
13-Nov-22,2828.71,1786,
14-Nov-22,2134.65,1875,
15-Nov-22,225.24,2151,
16-Nov-22,0.27,629,
17-Nov-22,0.28,560,
18-Nov-22,0.28,434,
19-Nov-22,0.28,574,
20-Nov-22,0,695,
21-Nov-22,0,1832,
22-Nov-22,0.84,2036,
23-Nov-22,89.14,2407,
24-Nov-22,91.79,2728,
25-Nov-22,126.17,2810,
26-Nov-22,159.91,2550,
27-Nov-22,199.73,2394,
28-Nov-22,310.47,2248,
29-Nov-22,470.29,1769,
30-Nov-22,465.29,2276,
1-Dec-22,1103.11,2739,
2-Dec-22,1558.39,2878,
3-Dec-22,1389.12,3551,
4-Dec-22,1451.13,2429,
5-Dec-22,1241.22,2632,
6-Dec-22,982.12,2011,
7-Dec-22,1101.12,1684,
8-Dec-22,234.63,311,
9-Dec-22,0,163,
10-Dec-22,0.27,34,
11-Dec-22,0,9,
12-Dec-22,0,9,
13-Dec-22,0.27,131,
14-Dec-22,0.27,125,
15-Dec-22,0.27,129,
16-Dec-22,23.87,21,
17-Dec-22,56.94,44,
18-Dec-22,87.76,95,
19-Dec-22,25.04,108,
20-Dec-22,0.27,116,
21-Dec-22,0.27,140,
22-Dec-22,52.63,416,
23-Dec-22,90.95,623,
24-Dec-22,96.71,565,
25-Dec-22,116.91,458,
26-Dec-22,146.9,882,
27-Dec-22,165.86,1245,
28-Dec-22,188.21,277,
29-Dec-22,221.54,1065,
30-Dec-22,264.7,1758,
31-Dec-22,6.03,2389,
1-Jan-23,111.15,2073,
2-Jan-23,63.84,1349,
3-Jan-23,101.59,1684,
4-Jan-23,133.92,1590,
5-Jan-23,304.91,1924,
6-Jan-23,468.64,1350,
7-Jan-23,627,1260,
8-Jan-23,667.08,129,
9-Jan-23,772.43,9,
10-Jan-23,682.69,650,
11-Jan-23,888.1,1181,
12-Jan-23,288.93,1683,
13-Jan-23,314.5,1675,
14-Jan-23,483.74,1886,
15-Jan-23,791.32,2155,
16-Jan-23,942.63,2944,
17-Jan-23,1115.61,2759,
18-Jan-23,1437.89,2341,
19-Jan-23,1641.57,1846,
20-Jan-23,1663.55,2290,
21-Jan-23,2000.42,1774,
22-Jan-23,2010.81,1515,
23-Jan-23,1801.32,2120,
24-Jan-23,1694.37,2925,
25-Jan-23,1749.52,3080,
26-Jan-23,2263.21,2670,
27-Jan-23,1714.57,2479,
28-Jan-23,1582.46,2744,
29-Jan-23,1623.16,2902,
30-Jan-23,3656.72,3543,
31-Jan-23,5054.4,3105,
1-Feb-23,4921.5,4022,
2-Feb-23,3190.76,1991,
3-Feb-23,3628.97,2915,
4-Feb-23,1835.91,3005,
5-Feb-23,2822.69,3515,
6-Feb-23,3446.1,3316,
7-Feb-23,2721.94,2831,
8-Feb-23,3574.24,2332,
9-Feb-23,3521.43,3279,
10-Feb-23,3576.5,3530,
11-Feb-23,3484.56,2988,
12-Feb-23,3526.71,3246,
13-Feb-23,3284.65,3264,
14-Feb-23,3706.29,3495,
15-Feb-23,1428.68,3579,
16-Feb-23,1542.66,303,
17-Feb-23,3055.56,0,
18-Feb-23,3120.56,25,
19-Feb-23,2433.44,71,
20-Feb-23,1160.51,118,
21-Feb-23,975.71,71,
22-Feb-23,182.41,153,
23-Feb-23,443.59,178,
24-Feb-23,535.56,195,
25-Feb-23,951.5,230,
26-Feb-23,1075.28,573,
27-Feb-23,1792.53,298,
28-Feb-23,2106.68,899,
1-Mar-23,2258.9,58,
2-Mar-23,2359.62,88,
3-Mar-23,3184.45,103,
4-Mar-23,4489.5,224,
5-Mar-23,4864.83,568,
6-Mar-23,5007.54,933,
7-Mar-23,3565.8,2132,
8-Mar-23,3498.85,3415,
9-Mar-23,2048.11,3490,
10-Mar-23,2236.96,3463,
11-Mar-23,3362.93,3675,
12-Mar-23,1797.71,3308,
13-Mar-23,1122.43,3891,
14-Mar-23,543.95,4122,
15-Mar-23,198.16,4783,
16-Mar-23,23.37,4622,
17-Mar-23,0,4294,
18-Mar-23,2.14,4876,
19-Mar-23,2.14,5008,
20-Mar-23,2.14,612,
21-Mar-23,0.29,59,
22-Mar-23,0,114,
23-Mar-23,0,118,
24-Mar-23,50.08,122,
25-Mar-23,181.11,48,
26-Mar-23,10.04,214,
27-Mar-23,0.29,152,
28-Mar-23,0.28,340,
29-Mar-23,2.08,582,
30-Mar-23,6.37,951,
31-Mar-23,85.32,1116,
1-Apr-23,70.08,1828,
2-Apr-23,141.82,2377,
3-Apr-23,512.09,2609,
4-Apr-23,825.34,4301,
5-Apr-23,1756.38,5133,
6-Apr-23,2369.05,344,
7-Apr-23,3532.86,9,
8-Apr-23,1514.81,43,
9-Apr-23,1524.69,86,
10-Apr-23,2034.02,205,
11-Apr-23,3359.95,594,
12-Apr-23,4856.91,1000,
13-Apr-23,5146.63,2044,
14-Apr-23,3816.76,2229,
15-Apr-23,2812.18,1324,
16-Apr-23,2952.65,3359,
17-Apr-23,2372.47,606,
18-Apr-23,3291.02,292,
19-Apr-23,5127.58,556,
20-Apr-23,5681.01,544,
21-Apr-23,6190.58,368,
22-Apr-23,7025.79,84,
23-Apr-23,6892.11,143,
24-Apr-23,4335.13,226,
25-Apr-23,1132.92,238,
26-Apr-23,0,654,
27-Apr-23,0,2271,
28-Apr-23,0.29,2206,
29-Apr-23,0.12,2421,
30-Apr-23,0.34,2029,
1-May-23,0.41,784,
2-May-23,62.81,254,
3-May-23,109.16,7,
4-May-23,180.52,0,
5-May-23,422.86,35,
6-May-23,1284.12,48,
7-May-23,2093.93,55,
8-May-23,3624.63,44,
9-May-23,6897.24,208,
10-May-23,8285.27,281,
11-May-23,8243.03,517,
12-May-23,7016.11,42,
13-May-23,6537.6,50,
14-May-23,3486.27,0,
15-May-23,4721.96,62,
16-May-23,919.69,70,
17-May-23,840.15,115,
18-May-23,1221.92,258,
19-May-23,3481.54,3349,
20-May-23,3390.21,840,
21-May-23,632.68,1804,
22-May-23,92.3,375,
23-May-23,80.26,208,
24-May-23,9.92,0,
25-May-23,146.35,10,
26-May-23,0,61,
27-May-23,0,101,
28-May-23,0,240,
29-May-23,0.29,439,
30-May-23,0.27,195,
31-May-23,0.27,8,
1-Jun-23,0.26,74,
2-Jun-23,0.14,76,
3-Jun-23,0,70,
4-Jun-23,0,0,
5-Jun-23,0.2,6,
6-Jun-23,0,6,
7-Jun-23,0,6,
8-Jun-23,0,0,
9-Jun-23,0.27,0,
10-Jun-23,0.26,0,
11-Jun-23,0,0,
12-Jun-23,1.05,77,
13-Jun-23,0.92,42,
14-Jun-23,1.9,161,
15-Jun-23,0.24,362,
16-Jun-23,160.96,470,
17-Jun-23,0,591,
18-Jun-23,0.39,414,
19-Jun-23,0,1137,
20-Jun-23,0,1945,
21-Jun-23,0.28,336,
22-Jun-23,0.23,10,
23-Jun-23,0.3,358,
24-Jun-23,0.26,310,
25-Jun-23,0.26,20,
26-Jun-23,0.12,398,
27-Jun-23,343.56,24,
28-Jun-23,4181.6,35,
29-Jun-23,8063.63,100,
30-Jun-23,2773.53,30,
1-Jul-23,0.2,51,
2-Jul-23,0,0,
3-Jul-23,0.2,0,
4-Jul-23,0,0,
5-Jul-23,0,0,
6-Jul-23,0,0,
7-Jul-23,0,0,
8-Jul-23,0,0,
9-Jul-23,0,38,
10-Jul-23,0,177,
11-Jul-23,0,38,
12-Jul-23,0.2,59,
13-Jul-23,0.21,54,
14-Jul-23,0.2,47,
15-Jul-23,0.21,0,
16-Jul-23,0.21,0,
17-Jul-23,0.21,0,
18-Jul-23,55.57,0,
19-Jul-23,862.64,0,
20-Jul-23,0,0,
21-Jul-23,0.33,0,
22-Jul-23,0.15,0,
23-Jul-23,54.04,1,
24-Jul-23,536.01,56,
25-Jul-23,1250.4,79,
26-Jul-23,1747.62,207,
27-Jul-23,925.81,276,
28-Jul-23,1747.22,141,
29-Jul-23,2042.72,43,
30-Jul-23,4004.75,27,
31-Jul-23,2371.96,0,
1-Aug-23,1256.08,0,
2-Aug-23,456.85,54,
3-Aug-23,32.6,160,
4-Aug-23,71.71,0,
5-Aug-23,678.09,33,
6-Aug-23,898.31,59,
7-Aug-23,2112.18,0,
8-Aug-23,1439.34,0,
9-Aug-23,3511.64,29,
10-Aug-23,72.38,105,
11-Aug-23,27.86,77,
12-Aug-23,41.03,447,
13-Aug-23,65.06,479,
14-Aug-23,61.07,2565,
15-Aug-23,47.33,1028,
16-Aug-23,56.45,3806,
17-Aug-23,37.61,1643,
18-Aug-23,172.73,3426,
19-Aug-23,174.74,3239,
20-Aug-23,248.13,3030,
21-Aug-23,259.01,4773,
22-Aug-23,441.07,5286,
23-Aug-23,485.76,168,
24-Aug-23,471.9,1299,
25-Aug-23,439.06,0,
26-Aug-23,287.76,31,
27-Aug-23,156.18,0,
28-Aug-23,3.76,94,
29-Aug-23,0,116,
30-Aug-23,0,0,
31-Aug-23,0,0,
1-Sep-23,0.26,7,
2-Sep-23,0.12,0,
3-Sep-23,0.37,0,
4-Sep-23,0,0,
5-Sep-23,0.27,27,
6-Sep-23,0.27,17,
7-Sep-23,0.27,34,
8-Sep-23,0.27,45,
9-Sep-23,0.27,0,
10-Sep-23,0,0,
11-Sep-23,0.54,43,
12-Sep-23,2.38,0,
13-Sep-23,15.53,27,
14-Sep-23,152.11,0,
15-Sep-23,299.64,38,
16-Sep-23,467.92,37,
17-Sep-23,798.11,0,
18-Sep-23,1231.33,0,
19-Sep-23,1617.29,0,
20-Sep-23,975.6,0,
21-Sep-23,1411.3,6,
22-Sep-23,409.66,34,
23-Sep-23,39.43,43,
24-Sep-23,0,35,
25-Sep-23,567.82,0,
26-Sep-23,294.29,0,
27-Sep-23,0,28,
28-Sep-23,211.16,0,
29-Sep-23,439.75,32,
30-Sep-23,20.75,9,
1-Oct-23,203.6,16,
2-Oct-23,332.24,45,
3-Oct-23,626.79,40,
4-Oct-23,992.53,50,
5-Oct-23,1625.71,19,
6-Oct-23,2663.09,50,
7-Oct-23,3689.06,27,
8-Oct-23,3575.37,44,
9-Oct-23,1949.72,0,
10-Oct-23,1290.05,20,
11-Oct-23,383.15,20,
12-Oct-23,142.14,33,
13-Oct-23,0.54,44,
14-Oct-23,0,93,
15-Oct-23,1.77,112,
16-Oct-23,7.38,129,
17-Oct-23,125.58,165,
18-Oct-23,290.75,166,
19-Oct-23,461.16,165,
20-Oct-23,593.35,142,
21-Oct-23,680.92,69,
22-Oct-23,361.37,95,
23-Oct-23,329.36,91,
24-Oct-23,312.93,166,
25-Oct-23,492.75,218,
26-Oct-23,634.56,263,
27-Oct-23,1031.24,303,
28-Oct-23,1040.08,372,
29-Oct-23,1375.79,381,
30-Oct-23,1286.95,481,
31-Oct-23,1167.45,665,
1-Nov-23,2019.11,901,
2-Nov-23,2806.91,1070,
3-Nov-23,3305.32,1267,
4-Nov-23,2910.93,1323,
5-Nov-23,1934.04,1263,
6-Nov-23,3304.33,1400,
7-Nov-23,3777.09,1306,
8-Nov-23,4457.02,1718,
9-Nov-23,4575.65,1660,
10-Nov-23,4387.82,1339,
11-Nov-23,4340.67,1262,
12-Nov-23,2288.92,2019,
13-Nov-23,2828.71,2546,
14-Nov-23,2134.65,2446,
15-Nov-23,225.24,2263,
16-Nov-23,0.27,2594,
17-Nov-23,0.28,1605,
18-Nov-23,0.28,154,
19-Nov-23,0.28,304,
20-Nov-23,0,586,
21-Nov-23,0,352,
22-Nov-23,0.84,441,
23-Nov-23,89.14,464,
24-Nov-23,91.79,632,
25-Nov-23,126.17,662,
26-Nov-23,159.91,674,
27-Nov-23,199.73,496,
28-Nov-23,310.47,145,
29-Nov-23,470.29,10,
30-Nov-23,465.29,140,
1-Dec-23,1103.11,289,
2-Dec-23,1558.39,454,
3-Dec-23,1389.12,599,
4-Dec-23,1451.13,648,
5-Dec-23,1241.22,650,
6-Dec-23,982.12,687,
7-Dec-23,1101.12,977,
8-Dec-23,234.63,1151,
9-Dec-23,0,1128,
10-Dec-23,0.27,1077,
11-Dec-23,0,1441,
12-Dec-23,0,1983,
13-Dec-23,0.27,1446,
14-Dec-23,0.27,2028,
15-Dec-23,0.27,2159,
16-Dec-23,23.87,1464,
17-Dec-23,56.94,768,
18-Dec-23,87.76,1431,
19-Dec-23,25.04,1622,
20-Dec-23,0.27,2322,
21-Dec-23,0.27,2196,
22-Dec-23,52.63,2075,
23-Dec-23,90.95,3115,
24-Dec-23,96.71,3128,
25-Dec-23,116.91,1490,
26-Dec-23,146.9,1226,
27-Dec-23,165.86,1278,
28-Dec-23,188.21,1320,
29-Dec-23,221.54,1690,
30-Dec-23,264.7,2142,
31-Dec-23,6.03,1823,
