date,Netflows_acft
8/1/2008,11698.05379
8/2/2008,10930.60802
8/3/2008,11567.68005
8/4/2008,10302.48147
8/5/2008,11166.38358
8/6/2008,10397.17252
8/7/2008,8694.181549
8/8/2008,10613.5497
8/9/2008,9221.289773
8/10/2008,10059.32739
8/11/2008,7745.585095
8/12/2008,5990.210578
8/13/2008,5772.325956
8/14/2008,5022.156243
8/15/2008,5705.621725
8/16/2008,5308.708736
8/17/2008,4865.0651
8/18/2008,7318.245615
8/19/2008,37894.29117
8/20/2008,77184.09517
8/21/2008,83324.53407
8/22/2008,89105.25012
8/23/2008,80041.46802
8/24/2008,75393.93052
8/25/2008,65164.93677
8/26/2008,60969.11564
8/27/2008,50670.56145
8/28/2008,52734.76287
8/29/2008,50306.0981
8/30/2008,44927.39256
8/31/2008,42735.41574
9/1/2008,38006.33762
9/2/2008,33430.85973
9/3/2008,29877.58501
9/4/2008,27205.68682
9/5/2008,28903.54059
9/6/2008,32281.91256
9/7/2008,23999.04402
9/8/2008,20114.54898
9/9/2008,19363.34786
9/10/2008,14777.39723
9/11/2008,12291.41005
9/12/2008,11499.98408
9/13/2008,11181.20014
9/14/2008,8057.446716
9/15/2008,8202.518011
9/16/2008,8289.374446
9/17/2008,7591.528719
9/18/2008,7054.34449
9/19/2008,4185.864193
9/20/2008,4417.097621
9/21/2008,4780.509704
9/22/2008,4382.92239
9/23/2008,4778.347616
9/24/2008,4076.257313
9/25/2008,3058.278937
9/26/2008,1976.393122
9/27/2008,1537.21224
9/28/2008,1657.252056
9/29/2008,1585.708148
9/30/2008,4420.19171
10/1/2008,4392.918942
10/2/2008,3567.575564
10/3/2008,4103.192909
10/4/2008,3748.349436
10/5/2008,2335.005178
10/6/2008,3776.35604
10/7/2008,6170.885228
10/8/2008,3464.434914
10/9/2008,4696.132663
10/10/2008,8432.38284
10/11/2008,8888.482665
10/12/2008,6009.529647
10/13/2008,4686.73095
10/14/2008,3940.627359
10/15/2008,3350.781852
10/16/2008,3321.52561
10/17/2008,2455.560709
10/18/2008,2217.206652
10/19/2008,1723.599286
10/20/2008,2064.796527
10/21/2008,2135.864347
10/22/2008,1704.419131
10/23/2008,1208.372077
10/24/2008,1174.355469
10/25/2008,1244.986979
10/26/2008,1574.660253
10/27/2008,1175.010029
10/28/2008,1139.406712
10/29/2008,983.0890743
10/30/2008,802.1169401
10/31/2008,615.5513663
11/1/2008,99.92742619
11/2/2008,604.9993073
11/3/2008,255.6103175
11/4/2008,280.7012698
11/5/2008,896.7088064
11/6/2008,269.9706737
11/7/2008,644.3513733
11/8/2008,318.0302259
11/9/2008,594.4472222
11/10/2008,324.4368706
11/11/2008,121.8053099
11/12/2008,533.7529887
11/13/2008,527.4058718
11/14/2008,814.5931158
11/15/2008,423.0751574
11/16/2008,412.126309
11/17/2008,285.6404247
11/18/2008,-18.62441965
11/19/2008,136.5823481
