date,C43RO_cmd,C43RO
2/12/2010,337626.8698,137.9997729
2/13/2010,1362740.337,556.9990834
2/14/2010,1805569.782,737.9987855
2/15/2010,782902.8864,319.9994734
2/16/2010,0,0
2/17/2010,0,0
2/18/2010,0,0
2/19/2010,0,0
2/20/2010,724185.1699,295.9995129
2/21/2010,861193.175,351.9994207
2/22/2010,342520.0128,139.9997696
2/23/2010,0,0
2/24/2010,0,0
2/25/2010,0,0
2/26/2010,0,0
2/27/2010,0,0
2/28/2010,594516.8794,242.9996001
3/1/2010,232424.2944,94.99984366
3/2/2010,1629416.632,665.998904
3/3/2010,2231273.226,911.9984992
3/4/2010,0,0
3/5/2010,0,0
3/6/2010,0,0
3/7/2010,785349.4579,320.9994717
3/8/2010,0,0
3/9/2010,0,0
3/10/2010,200618.8646,81.99986506
3/11/2010,0,0
3/12/2010,16607327.48,6787.988829
3/13/2010,22092540.83,9029.98514
3/14/2010,14654963.4,5989.990142
3/15/2010,9292078.633,3797.99375
3/16/2010,8563000.32,3499.99424
3/17/2010,5749443.072,2349.996133
3/18/2010,3767720.141,1539.997466
3/19/2010,2984817.254,1219.997992
3/20/2010,2544434.381,1039.998289
3/21/2010,2429445.519,992.9983659
3/22/2010,4281500.16,1749.99712
3/23/2010,4281500.16,1749.99712
3/24/2010,3253940.122,1329.997811
3/25/2010,1864287.498,761.998746
3/26/2010,2764625.818,1129.99814
3/27/2010,2759732.675,1127.998144
3/28/2010,1766424.637,721.9988118
3/29/2010,6094409.656,2490.995901
3/30/2010,7589264.855,3101.994895
3/31/2010,6346406.523,2593.995731
4/1/2010,3317550.981,1355.997768
4/2/2010,2798877.819,1143.998117
4/3/2010,2250845.798,919.998486
4/4/2010,1888753.213,771.9987295
4/5/2010,1830035.497,747.998769
4/6/2010,1027560.038,419.9993088
4/7/2010,528459.4483,215.9996445
4/8/2010,0,0
4/9/2010,264229.7242,107.9998223
4/10/2010,2172555.51,887.9985387
4/11/2010,1526660.628,623.9989731
4/12/2010,3290638.694,1344.997787
4/13/2010,3408074.127,1392.997708
4/14/2010,1282003.476,523.9991377
4/15/2010,259336.5811,105.9998256
4/16/2010,0,0
4/17/2010,890552.0333,363.999401
4/18/2010,2686335.529,1097.998193
4/19/2010,7354393.989,3005.995053
4/20/2010,6067497.37,2479.995919
4/21/2010,4266820.731,1743.99713
4/22/2010,4252141.302,1737.99714
4/23/2010,3160970.404,1291.997874
4/24/2010,2253292.37,920.9984843
4/25/2010,3368928.983,1376.997734
4/26/2010,13522200.79,5526.990904
4/27/2010,16710083.48,6829.98876
4/28/2010,14072679.38,5751.990534
4/29/2010,9810751.795,4009.993401
4/30/2010,8460244.316,3457.994309
5/1/2010,6018565.939,2459.995952
5/2/2010,5685832.212,2323.996175
5/3/2010,4257034.445,1739.997137
5/4/2010,3655177.851,1493.997541
5/5/2010,3797078.999,1551.997446
5/6/2010,2916313.252,1191.998038
5/7/2010,3660070.994,1495.997538
5/8/2010,5587969.352,2283.996241
5/9/2010,4217889.3,1723.997163
5/10/2010,3953659.576,1615.997341
5/11/2010,2040440.648,833.9986275
5/12/2010,3185436.119,1301.997857
5/13/2010,2395193.518,978.9983889
